Company,Founded Date,Closed Date,Funding Rounds,Last Funding Date,Last Funding Amount,Total Funding Amount,Status,Funding Type,Money Raised,Announced On Date
VitalTrax,2016-01-01,,1,2017-03-22,"$150,000 ","$150,000 ",Operating,Seed,"$150,000 ",2017-03-22
"Vitrum View, LLC",2014-01-01,2015-02-06,2,2014-10-06,"$1,000,000 ","$1,100,000 ",Closed,Seed,"$100,000 ",2014-05-14
"Vitrum View, LLC",2014-01-01,2015-02-06,2,2014-10-06,"$1,000,000 ","$1,100,000 ",Closed,Series A,"$1,000,000 ",2014-10-06
Vituro Health,2015-01-01,,1,2016-03-17,"$460,000 ","$460,000 ",Operating,Seed,"$460,000 ",2016-03-17
Vium,2013-01-01,,3,2015-06-09,"$20,000,004 ","$29,940,004 ",Operating,Seed,"$1,140,000 ",2014-03-01
Vium,2013-01-01,,3,2015-06-09,"$20,000,004 ","$29,940,004 ",Operating,Series A,"$20,000,004 ",2015-06-09
Vium,2013-01-01,,3,2015-06-09,"$20,000,004 ","$29,940,004 ",Operating,Series A,"$8,800,000 ",2014-10-29
Viv,2012-01-01,,3,2015-11-19,"$7,500,000 ","$30,000,000 ",Was Acquired,Series A,"$10,000,000 ",2012-01-01
Viv,2012-01-01,,3,2015-11-19,"$7,500,000 ","$30,000,000 ",Was Acquired,Series B,"$12,500,000 ",2015-02-20
Viv,2012-01-01,,3,2015-11-19,"$7,500,000 ","$30,000,000 ",Was Acquired,Series B,"$7,500,000 ",2015-11-19
Vivace Therapeutics,2014-01-01,,2,2017-06-28,"$25,000,000 ","$40,000,000 ",Operating,Series A,"$15,000,000 ",2015-01-01
Vivace Therapeutics,2014-01-01,,2,2017-06-28,"$25,000,000 ","$40,000,000 ",Operating,Series B,"$25,000,000 ",2017-06-28
Vivid Vision,2014-01-01,,3,2017-05-11,"$2,200,000 ","$2,925,000 ",Operating,Seed,"$2,200,000 ",2017-05-11
Vivid Vision,2014-01-01,,3,2017-05-11,"$2,200,000 ","$2,925,000 ",Operating,Seed,"$700,000 ",2014-09-11
Vivid Vision,2014-01-01,,3,2017-05-11,"$2,200,000 ","$2,925,000 ",Operating,Seed,"$25,000 ",2014-01-20
VividCortex,2012-01-01,,5,2017-08-16,"$8,500,000 ","$15,673,000 ",Operating,Seed,"$2,000,000 ",2013-08-07
VividCortex,2012-01-01,,5,2017-08-16,"$8,500,000 ","$15,673,000 ",Operating,Seed,"$673,000 ",2012-10-12
VividCortex,2012-01-01,,5,2017-08-16,"$8,500,000 ","$15,673,000 ",Operating,Series A,"$8,500,000 ",2017-08-16
VividCortex,2012-01-01,,5,2017-08-16,"$8,500,000 ","$15,673,000 ",Operating,Series A,"$4,500,000 ",2016-04-28
Vividion Therapeutics,2013-01-01,,2,2017-02-02,"$50,000,000 ","$53,504,616 ",Operating,Series A,"$50,000,000 ",2017-02-02
Viviso,2015-01-01,,1,2015-07-01,"$787,794 ","$787,794 ",Operating,Seed,"$787,794 ",2015-07-01
Vixiar Medical,2014-01-01,,2,2017-07-20,"$1,500,000 ","$1,500,000 ",Operating,Seed,"$1,500,000 ",2017-07-20
Vixxenn,2013-01-01,,1,2014-12-30,"$470,000 ","$470,000 ",Operating,Seed,"$470,000 ",2014-12-30
Viz,2016-01-01,,3,2017-05-24,"$7,500,000 ","$9,550,000 ",Operating,Seed,"$7,500,000 ",2017-05-24
Viz,2016-01-01,,3,2017-05-24,"$7,500,000 ","$9,550,000 ",Operating,Seed,"$2,000,000 ",2016-10-05
Vizalytics Technology,2012-01-01,,1,2014-08-01,"$100,000 ","$100,000 ",Operating,Seed,"$100,000 ",2014-08-01
Vize Software,2014-03-20,,3,2017-02-20,"$120,000 ","$989,367 ",Operating,Seed,"500,000",2016-11-02
Vize Software,2014-03-20,,3,2017-02-20,"$120,000 ","$989,367 ",Operating,Seed,"$120,000 ",2017-02-20
VizeraLabs,2014-01-01,,1,2014-07-16,"$120,000 ","$120,000 ",Operating,Seed,"$120,000 ",2014-07-16
Viziphi,2014-01-01,,1,2016-04-18,"$20,000 ","$20,000 ",Operating,Seed,"$20,000 ",2016-04-18
Vizo News,2014-07-01,,2,2015-07-01,"$750,000 ","$1,125,000 ",Operating,Seed,"$750,000 ",2015-07-01
Vizo News,2014-07-01,,2,2015-07-01,"$750,000 ","$1,125,000 ",Operating,Seed,"$375,000 ",2014-09-01
Vlocity,2014-01-01,,2,2016-09-20,"$50,000,000 ","$92,800,000 ",Operating,Series A,"$42,800,000 ",2015-04-16
Vlocity,2014-01-01,,2,2016-09-20,"$50,000,000 ","$92,800,000 ",Operating,Series B,"$50,000,000 ",2016-09-20
Vocate,2015-09-01,,1,2016-06-30,"$3,000,000 ","$3,000,000 ",Operating,Seed,"$3,000,000 ",2016-06-30
Volley Labs,2014-02-01,,1,2016-03-10,"$2,300,000 ","$2,300,000 ",Operating,Seed,"$2,300,000 ",2016-03-10
Voltaiq,2012-04-01,,3,2016-11-04,"$2,000,000 ","$2,000,000 ",Operating,Seed,"$2,000,000 ",2016-11-04
Vonvo.com,2012-05-01,,1,2013-12-01,"$100,000 ","$100,000 ",Operating,Seed,"$100,000 ",2013-12-01
Voo,2014-12-20,,1,2015-08-11,"$400,000 ","$400,000 ",Was Acquired,Seed,"$400,000 ",2015-08-11
Voodle - Memories in Motion,2014-04-10,,2,2014-07-10,"$250,000 ","$375,000 ",Operating,Seed,"$250,000 ",2014-07-10
Voodle - Memories in Motion,2014-04-10,,2,2014-07-10,"$250,000 ","$375,000 ",Operating,Seed,"$125,000 ",2014-04-10
Voodoo Manufacturing,2015-05-01,,3,2017-06-23,"$5,000,000 ","$6,650,000 ",Operating,Seed,"$5,000,000 ",2017-06-23
Voodoo Manufacturing,2015-05-01,,3,2017-06-23,"$5,000,000 ","$6,650,000 ",Operating,Seed,"$1,400,000 ",2017-01-24
Vor Data Systems,2012-01-01,,2,2014-07-01,"$850,000 ","$1,600,000 ",Operating,Seed,"$850,000 ",2014-07-01
Vor Data Systems,2012-01-01,,2,2014-07-01,"$850,000 ","$1,600,000 ",Operating,Seed,"$750,000 ",2013-07-01
Voray,2014-01-01,,2,2017-01-30,"$4,000,000 ","$5,000,000 ",Operating,Seed,"$4,000,000 ",2017-01-30
Voray,2014-01-01,,2,2017-01-30,"$4,000,000 ","$5,000,000 ",Operating,Seed,"$1,000,000 ",2014-10-01
"Vosh, Inc.",2014-12-01,,1,2014-12-01,"$1,200,000 ","$1,200,000 ",Operating,Seed,"$1,200,000 ",2014-12-01
Votify: Social Voting App,2013-11-01,,1,2014-04-14,"$350,000 ","$350,000 ",Operating,Seed,"$350,000 ",2014-04-14
Vouch Financial,2013-01-01,2016-01-01,2,2015-05-14,"$6,000,000 ","$8,999,998 ",Closed,Seed,"$2,999,998 ",2014-12-31
Vouch Financial,2013-01-01,2016-01-01,2,2015-05-14,"$6,000,000 ","$8,999,998 ",Closed,Series A,"$6,000,000 ",2015-05-14
Vow To Be Chic,2013-01-01,,2,2016-06-15,"$5,000,000 ","$5,000,000 ",Operating,Series A,"$5,000,000 ",2016-06-15
Voxa,2013-11-11,,2,2014-10-08,"$2,500,000 ","$3,500,000 ",Operating,Seed,"$2,500,000 ",2014-10-08
Voxa,2013-11-11,,2,2014-10-08,"$2,500,000 ","$3,500,000 ",Operating,Seed,"$1,000,000 ",2014-01-02
Voxbright Technologies,2012-01-01,,1,2012-11-07,"$250,000 ","$250,000 ",Operating,Seed,"$250,000 ",2012-11-07
Voxeet,2012-04-16,,2,2016-04-06,"$1,500,000 ","$3,000,000 ",Operating,Seed,"$1,500,000 ",2016-04-06
Voxeet,2012-04-16,,2,2016-04-06,"$1,500,000 ","$3,000,000 ",Operating,Seed,"$1,500,000 ",2014-02-03
Voxel8,2013-01-01,,3,2015-07-24,"$12,000,000 ","$12,050,000 ",Operating,Series A,"$12,000,000 ",2015-07-24
VoxelCloud,2015-01-01,,2,2017-05-24,"$8,000,000 ","$13,500,000 ",Operating,Series A,"$8,000,000 ",2017-05-24
VoyageUp,2015-07-25,,1,2016-03-20,"$22,500 ","$22,500 ",Operating,Seed,"$22,500 ",2016-03-20
Voyager Therapeutics,2013-01-01,,3,2015-04-13,"$60,000,000 ","$135,000,000 ",IPO,Series A,"$45,000,000 ",2014-02-12
Voyager Therapeutics,2013-01-01,,3,2015-04-13,"$60,000,000 ","$135,000,000 ",IPO,Series B,"$60,000,000 ",2015-04-13
Voyager Therapeutics,2013-01-01,,3,2015-04-13,"$60,000,000 ","$135,000,000 ",IPO,Series B,"$30,000,000 ",2015-02-11
Voyhoy,2014-09-01,,4,2017-05-15,"$750,000 ","$1,160,000 ",Operating,Seed,"$750,000 ",2017-05-15
Voyhoy,2014-09-01,,4,2017-05-15,"$750,000 ","$1,160,000 ",Operating,Seed,"$210,000 ",2016-05-08
VrMaverick LLC,2014-04-17,,1,2014-04-17,"$100,000 ","$100,000 ",Operating,Seed,"$100,000 ",2014-04-17
Vrentin,2015-01-01,,1,2015-06-01,"$20,000 ","$20,000 ",Operating,Seed,"$20,000 ",2015-06-01
Vrideo,2014-05-01,,1,2015-03-25,"$1,800,000 ","$1,800,000 ",Operating,Seed,"$1,800,000 ",2015-03-25
Vtesse,2014-01-01,,2,2016-07-25,"$17,000,000 ","$42,000,000 ",Was Acquired,Series A,"$25,000,000 ",2014-01-07
Vtesse,2014-01-01,,2,2016-07-25,"$17,000,000 ","$42,000,000 ",Was Acquired,Series A,"$17,000,000 ",2016-07-25
Vuevent Inc.,2014-06-18,,1,2016-05-27,"$1,100,000 ","$1,100,000 ",Operating,Seed,"$1,100,000 ",2016-05-27
Vugo,2015-02-01,,1,2015-06-12,"$200,000 ","$200,000 ",Operating,Seed,"$200,000 ",2015-06-12
Vulnerability Insight,2015-01-15,,1,2015-01-15,"$100,000 ","$100,000 ",Operating,Seed,"$100,000 ",2015-01-15
Vulpine Interactive,2014-11-15,,1,2014-11-14,"$50,000 ","$50,000 ",Operating,Seed,"$50,000 ",2014-11-14
Vutiliti,2015-06-30,,4,2016-07-14,"$1,500,000 ","$2,230,000 ",Operating,Seed,"$1,500,000 ",2016-07-14
Vutiliti,2015-06-30,,4,2016-07-14,"$1,500,000 ","$2,230,000 ",Operating,Seed,"$600,000 ",2016-06-01
Vutiliti,2015-06-30,,4,2016-07-14,"$1,500,000 ","$2,230,000 ",Operating,Seed,"$110,000 ",2016-04-16
Vutiliti,2015-06-30,,4,2016-07-14,"$1,500,000 ","$2,230,000 ",Operating,Seed,"$20,000 ",2016-04-01
Vyance,2014-05-01,,1,2015-07-30,"$1,250,000 ","$1,250,000 ",Operating,Seed,"$1,250,000 ",2015-07-30
"Vydia, Inc.",2013-12-01,,2,2016-10-04,"$1,150,000 ","$1,918,000 ",Operating,Seed,"$1,150,000 ",2016-10-04
"Vydia, Inc.",2013-12-01,,2,2016-10-04,"$1,150,000 ","$1,918,000 ",Operating,Seed,"$768,000 ",2014-12-31
Vyoocam,2015-01-01,,3,2016-10-01,"$17,000 ","$177,000 ",Operating,Seed,"$17,000 ",2016-10-01
Vytalize Health,2014-10-01,,1,2016-12-01,"$2,500,000 ","$2,500,000 ",Operating,Seed,"$2,500,000 ",2016-12-01
Vytmn,2015-01-01,,1,2015-04-22,"$625,000 ","$625,000 ",Operating,Seed,"$625,000 ",2015-04-22
Vyu Inc,2013-12-23,,1,2014-10-08,"$825,000 ","$825,000 ",Operating,Seed,"$825,000 ",2014-10-08
WAMbloc,2015-04-01,,1,2015-11-01,"$10,000 ","$10,000 ",Operating,Seed,"$10,000 ",2015-11-01
WEconnect,2015-01-01,,4,2016-09-15,"$1,650,000 ","$2,075,000 ",Operating,Seed,"$250,000 ",2016-09-01
WEconnect,2015-01-01,,4,2016-09-15,"$1,650,000 ","$2,075,000 ",Operating,Seed,"$150,000 ",2015-12-01
WEconnect,2015-01-01,,4,2016-09-15,"$1,650,000 ","$2,075,000 ",Operating,Series A,"$1,650,000 ",2016-09-15
"WHATT, INC",2013-07-08,,1,2014-07-01,"$500,000 ","$500,000 ",Operating,Seed,"$500,000 ",2014-07-01
WHILL,2012-05-01,,4,2016-05-31,"$17,500,000 ","$30,350,000 ",Operating,Seed,"$1,750,000 ",2013-11-30
WHILL,2012-05-01,,4,2016-05-31,"$17,500,000 ","$30,350,000 ",Operating,Seed,"$100,000 ",2013-06-25
WHILL,2012-05-01,,4,2016-05-31,"$17,500,000 ","$30,350,000 ",Operating,Series A,"$11,000,000 ",2014-09-02
WHILL,2012-05-01,,4,2016-05-31,"$17,500,000 ","$30,350,000 ",Operating,Series B,"$17,500,000 ",2016-05-31
WISELYTRANSFER,2016-10-01,,1,2016-10-01,"$10,000 ","$10,000 ",Operating,Seed,"$10,000 ",2016-10-01
WITHIN,2014-01-01,,1,2014-11-01,"$150,000 ","$150,000 ",Operating,Seed,"$150,000 ",2014-11-01
WITS(MD),2013-01-01,,1,2015-07-30,"$1,600,000 ","$1,600,000 ",Operating,Seed,"$1,600,000 ",2015-07-30
WONDER,2015-01-01,,2,2017-06-28,"$14,000,000 ","$14,000,000 ",Operating,Series A,"$14,000,000 ",2017-06-28
WR1 Inc,2015-04-01,,1,2015-05-01,"$1,250,000 ","$1,250,000 ",Operating,Seed,"$1,250,000 ",2015-05-01
WUT,2014-01-01,2016-05-13,1,2014-06-10,"$1,000,000 ","$1,000,000 ",Closed,Seed,"$1,000,000 ",2014-06-10
WaffleDog,2015-07-09,,4,2017-04-01,"$1,000,000 ","$1,000,000 ",Operating,Series B,"$1,000,000 ",2017-04-01
Wagon,2014-01-01,,2,2014-08-22,"$2,000,000 ","$2,000,000 ",Was Acquired,Seed,"$2,000,000 ",2014-08-22
Wahed Invest Inc.,2015-05-01,,1,2017-06-06,"$5,000,000 ","$5,000,000 ",Operating,Seed,"$5,000,000 ",2017-06-06
Waitron,2015-03-26,,2,2016-09-26,"$500,000 ","$500,000 ",Operating,Seed,"$500,000 ",2016-09-26
WaiveCar,2015-01-15,,1,2016-01-04,"$1,500,000 ","$1,500,000 ",Operating,Seed,"$1,500,000 ",2016-01-04
Wake,2013-10-01,,1,2015-08-18,"$3,800,000 ","$3,800,000 ",Operating,Seed,"$3,800,000 ",2015-08-18
Waldo,2015-01-01,,1,2015-01-01,"$50,000 ","$50,000 ",Operating,Seed,"$50,000 ",2015-01-01
Waldo Photos,2015-01-01,,1,2016-01-21,"$5,000,000 ","$5,000,000 ",Operating,Seed,"$5,000,000 ",2016-01-21
Walk-in,2013-01-01,,1,2013-11-10,"$250,000 ","$250,000 ",Operating,Seed,"$250,000 ",2013-11-10
Walker & Company Brands,2013-04-18,,4,2015-09-28,"$24,000,000 ","$33,300,000 ",Operating,Seed,"$2,400,000 ",2013-12-14
Walker & Company Brands,2013-04-18,,4,2015-09-28,"$24,000,000 ","$33,300,000 ",Operating,Series A,"$6,900,000 ",2014-06-17
Walker & Company Brands,2013-04-18,,4,2015-09-28,"$24,000,000 ","$33,300,000 ",Operating,Series B,"$24,000,000 ",2015-09-28
WallCompass,2013-10-11,2015-03-07,1,2014-07-11,"$20,000 ","$20,000 ",Closed,Seed,"$20,000 ",2014-07-11
Wallaby Financial,2012-01-01,,1,2012-08-30,"$1,100,000 ","$1,100,000 ",Was Acquired,Seed,"$1,100,000 ",2012-08-30
Wand Labs,2013-01-01,,1,2015-06-01,"$2,674,996 ","$2,674,996 ",Was Acquired,Seed,"$2,674,996 ",2015-06-01
WanderJaunt,2016-10-01,,1,2017-08-02,"$2,000,000 ","$2,000,000 ",Operating,Seed,"$2,000,000 ",2017-08-02
Wandera,2012-01-01,,5,2017-05-18,"$27,500,000 ","$53,500,000 ",Operating,Seed,"$1,000,000 ",2012-09-05
Wandera,2012-01-01,,5,2017-05-18,"$27,500,000 ","$53,500,000 ",Operating,Series A,"$7,000,000 ",2013-04-10
Wandera,2012-01-01,,5,2017-05-18,"$27,500,000 ","$53,500,000 ",Operating,Series B,"$15,000,000 ",2015-02-10
Wandera,2012-01-01,,5,2017-05-18,"$27,500,000 ","$53,500,000 ",Operating,Series C,"$27,500,000 ",2017-05-18
Wanderu,2012-01-01,,2,2014-11-05,"$5,600,000 ","$8,050,000 ",Operating,Seed,"$2,450,000 ",2013-08-01
Wanderu,2012-01-01,,2,2014-11-05,"$5,600,000 ","$8,050,000 ",Operating,Series A,"$5,600,000 ",2014-11-05
"Wantable, Inc.",2012-04-23,,4,2016-12-14,"$813,979 ","$5,113,979 ",Operating,Seed,"$800,000 ",2013-01-10
"Wantable, Inc.",2012-04-23,,4,2016-12-14,"$813,979 ","$5,113,979 ",Operating,Series A,"$1,500,000 ",2014-07-31
"Wantable, Inc.",2012-04-23,,4,2016-12-14,"$813,979 ","$5,113,979 ",Operating,Series B,"$2,000,000 ",2016-03-12
"Wantable, Inc.",2012-04-23,,4,2016-12-14,"$813,979 ","$5,113,979 ",Operating,Series C,"$813,979 ",2016-12-14
"Wantboards, Inc.",2012-01-01,,1,2012-03-01,"$200,000 ","$200,000 ",Operating,Seed,"$200,000 ",2012-03-01
Washio,2013-01-01,2016-08-30,4,2014-06-09,"$10,500,000 ","$16,820,000 ",Closed,Seed,"$2,250,000 ",2014-01-14
Washio,2013-01-01,2016-08-30,4,2014-06-09,"$10,500,000 ","$16,820,000 ",Closed,Seed,"$1,300,000 ",2013-10-09
Washio,2013-01-01,2016-08-30,4,2014-06-09,"$10,500,000 ","$16,820,000 ",Closed,Series A,"$10,500,000 ",2014-06-09
Washos,2015-03-12,,1,2016-06-01,"$445,000 ","$445,000 ",Operating,Seed,"$445,000 ",2016-06-01
Watchup,2012-06-27,,3,2014-11-06,"$2,800,000 ","$4,300,000 ",Was Acquired,Seed,"$1,000,000 ",2014-02-04
Watchup,2012-06-27,,3,2014-11-06,"$2,800,000 ","$4,300,000 ",Was Acquired,Series A,"$2,800,000 ",2014-11-06
Watchwith,2012-03-20,,3,2015-11-13,"$2,000,000 ","$12,272,810 ",Was Acquired,Series A,"$5,000,000 ",2013-06-25
Watchwith,2012-03-20,,3,2015-11-13,"$2,000,000 ","$12,272,810 ",Was Acquired,Series B,"$5,272,810 ",2015-04-13
Watchwith,2012-03-20,,3,2015-11-13,"$2,000,000 ","$12,272,810 ",Was Acquired,Series B,"$2,000,000 ",2015-11-13
Watercluster,2015-01-01,,1,2015-06-30,"$50,000 ","$50,000 ",Closed,Seed,"$50,000 ",2015-06-30
Waterford Mask Systems,2013-01-01,,1,2015-08-14,"$151,000 ","$151,000 ",Operating,Seed,"$151,000 ",2015-08-14
Waterline Data,2013-01-01,,3,2016-01-28,"$16,000,000 ","$23,000,000 ",Operating,Series A,"$7,000,000 ",2014-10-16
Waterline Data,2013-01-01,,3,2016-01-28,"$16,000,000 ","$23,000,000 ",Operating,Series B,"$16,000,000 ",2016-01-28
Watsi,2012-08-23,,2,2015-11-04,"$3,500,000 ","$4,700,000 ",Operating,Seed,"$1,200,000 ",2013-07-25
Watsi,2012-08-23,,2,2015-11-04,"$3,500,000 ","$4,700,000 ",Operating,Series A,"$3,500,000 ",2015-11-04
"WavCatcher, Inc.",2015-09-24,,1,2016-03-01,"$300,000 ","$300,000 ",Operating,Seed,"$300,000 ",2016-03-01
Wavefront,2013-01-02,,3,2016-10-24,"$52,000,000 ","$65,500,000 ",Was Acquired,Seed,"$2,000,000 ",2013-05-01
Wavefront,2013-01-02,,3,2016-10-24,"$52,000,000 ","$65,500,000 ",Was Acquired,Series A,"$11,500,000 ",2016-02-16
Wavefront,2013-01-02,,3,2016-10-24,"$52,000,000 ","$65,500,000 ",Was Acquired,Series B,"$52,000,000 ",2016-10-24
Waveguide,2012-01-01,,1,2015-04-27,"$13,920,380 ","$13,920,380 ",Operating,Series A,"$13,920,380 ",2015-04-27
Waveion,2015-05-14,,1,2015-10-20,"$350,000 ","$350,000 ",Operating,Seed,"$350,000 ",2015-10-20
WavoDyne Therapeutics,2015-01-01,,1,2015-10-08,"$50,000 ","$50,000 ",Operating,Seed,"$50,000 ",2015-10-08
Way2B1,2015-05-01,,2,2017-03-03,"$4,300,000 ","$5,000,000 ",Operating,Seed,"$700,000 ",2015-09-02
Way2B1,2015-05-01,,2,2017-03-03,"$4,300,000 ","$5,000,000 ",Operating,Series A,"$4,300,000 ",2017-03-03
WayBlazer,2014-01-01,,1,2015-05-19,"$5,000,000 ","$5,000,000 ",Operating,Series A,"$5,000,000 ",2015-05-19
WayUp,2014-09-01,,4,2017-03-23,"$18,500,000 ","$27,468,000 ",Operating,Seed,"$968,000 ",2014-09-18
WayUp,2014-09-01,,4,2017-03-23,"$18,500,000 ","$27,468,000 ",Operating,Seed,"$200,000 ",2014-12-12
WayUp,2014-09-01,,4,2017-03-23,"$18,500,000 ","$27,468,000 ",Operating,Series A,"$7,800,000 ",2015-04-30
WayUp,2014-09-01,,4,2017-03-23,"$18,500,000 ","$27,468,000 ",Operating,Series B,"$18,500,000 ",2017-03-23
Wayerz - Optimizing Wires. Worldwide,2014-01-01,,2,2015-07-01,"$2,000,000 ","$2,400,000 ",Operating,Seed,"$2,000,000 ",2015-07-01
Wayerz - Optimizing Wires. Worldwide,2014-01-01,,2,2015-07-01,"$2,000,000 ","$2,400,000 ",Operating,Seed,"$400,000 ",2015-02-01
Waygr,2014-01-01,,4,2015-06-01,"$5,000 ","$45,000 ",Operating,Seed,"$20,000 ",2014-11-01
Waygr,2014-01-01,,4,2015-06-01,"$5,000 ","$45,000 ",Operating,Seed,"$10,000 ",2015-04-01
Waygr,2014-01-01,,4,2015-06-01,"$5,000 ","$45,000 ",Operating,Seed,"$10,000 ",2015-02-01
Waygr,2014-01-01,,4,2015-06-01,"$5,000 ","$45,000 ",Operating,Seed,"$5,000 ",2015-06-01
"Waygum, Inc.",2013-01-01,,5,2015-03-27,"$2,000,000 ","$2,172,045 ",Operating,Seed,"$28,000 ",2013-11-09
"Waygum, Inc.",2013-01-01,,5,2015-03-27,"$2,000,000 ","$2,172,045 ",Operating,Series A,"$2,000,000 ",2015-03-27
Wayward Labs,2014-01-01,,1,2014-07-16,"$25,000 ","$25,000 ",Operating,Seed,"$25,000 ",2014-07-16
WazeTrip,2013-06-01,,1,2013-06-01,"$30,000 ","$30,000 ",Operating,Seed,"$30,000 ",2013-06-01
We,2012-05-01,,1,2013-03-01,"$2,000,000 ","$2,000,000 ",Operating,Seed,"$2,000,000 ",2013-03-01
We Are Content LLC,2015-05-01,,1,2015-02-01,"$300,000 ","$300,000 ",Operating,Seed,"$300,000 ",2015-02-01
WeBRAND,2012-12-01,,1,2013-04-15,"$450,000 ","$450,000 ",Operating,Seed,"$450,000 ",2013-04-15
WeDeliver,2013-01-08,,1,2014-01-15,"$800,000 ","$800,000 ",Was Acquired,Seed,"$800,000 ",2014-01-15
WeDo,2015-07-01,,2,2016-07-21,"$500,000 ","$1,400,000 ",Operating,Seed,"$500,000 ",2016-07-21
WeGrow,2015-12-01,,3,2016-06-01,"$75,000 ","$120,000 ",Operating,Seed,"$75,000 ",2016-06-01
WeGrow,2015-12-01,,3,2016-06-01,"$75,000 ","$120,000 ",Operating,Seed,"$25,000 ",2016-06-01
WeGrow,2015-12-01,,3,2016-06-01,"$75,000 ","$120,000 ",Operating,Seed,"$20,000 ",2016-03-01
WeHaus,2013-01-01,,1,2013-09-01,"$25,000 ","$25,000 ",Operating,Seed,"$25,000 ",2013-09-01
WeMail,2014-01-01,,1,2014-11-18,"$1,000,000 ","$1,000,000 ",Operating,Seed,"$1,000,000 ",2014-11-18
WeMonitor,2013-01-01,,2,2013-06-05,"$5,300,000 ","$5,815,000 ",Operating,Seed,"$515,000 ",2013-02-01
WeMonitor,2013-01-01,,2,2013-06-05,"$5,300,000 ","$5,815,000 ",Operating,Series A,"$5,300,000 ",2013-06-05
WePlann,2012-01-01,,2,2014-03-01,"$25,000 ","$25,000 ",Operating,Seed,"$25,000 ",2014-03-01
WeRTeachers,2016-04-11,,1,2016-07-01,"$450,000 ","$450,000 ",Operating,Seed,"$450,000 ",2016-07-01
Wealthminder,2013-01-01,,3,2016-05-26,"$425,000 ","$2,130,529 ",Was Acquired,Seed,"$1,450,000 ",2015-05-27
Wealthminder,2013-01-01,,3,2016-05-26,"$425,000 ","$2,130,529 ",Was Acquired,Series A,"$425,000 ",2016-05-26
WearPoint,2013-01-01,,1,2013-07-12,"$25,000 ","$25,000 ",Operating,Seed,"$25,000 ",2013-07-12
Wearhaus,2013-01-01,,4,2016-11-17,"$4,000,000 ","$4,290,139 ",Operating,Seed,"$43,000 ",2013-09-19
Wearhaus,2013-01-01,,4,2016-11-17,"$4,000,000 ","$4,290,139 ",Operating,Series A,"$4,000,000 ",2016-11-17
Weave,2013-01-01,2016-07-12,1,2014-05-01,"$630,000 ","$630,000 ",Closed,Seed,"$630,000 ",2014-05-01
Weave Visual Analytics,2014-01-01,,1,2016-06-21,"$750,000 ","$750,000 ",Operating,Seed,"$750,000 ",2016-06-21
WebCurfew,2013-05-01,,2,2013-12-01,"$509,000 ","$609,000 ",Operating,Seed,"$509,000 ",2013-12-01
Webflakes,2012-01-01,,1,2013-05-08,"$3,000,000 ","$3,000,000 ",Operating,Series A,"$3,000,000 ",2013-05-08
Webflow,2012-01-01,,3,2014-03-11,"$2,900,000 ","$2,900,000 ",Operating,Seed,"$2,900,000 ",2014-03-11
Webinfinity,2012-01-01,,1,2013-06-17,"$1,500,000 ","$1,500,000 ",Operating,Seed,"$1,500,000 ",2013-06-17
Webscale,2012-01-01,,4,2016-10-11,"$12,000,000 ","$19,859,992 ",Operating,Seed,"$559,992 ",2012-12-20
Webscale,2012-01-01,,4,2016-10-11,"$12,000,000 ","$19,859,992 ",Operating,Series A,"$12,000,000 ",2016-10-11
Webscale,2012-01-01,,4,2016-10-11,"$12,000,000 ","$19,859,992 ",Operating,Series A,"$6,500,000 ",2013-08-10
Wedding Spot,2013-05-01,,2,2014-09-22,"$3,000,000 ","$3,225,000 ",Was Acquired,Seed,"$225,000 ",2013-12-12
Wedding Spot,2013-05-01,,2,2014-09-22,"$3,000,000 ","$3,225,000 ",Was Acquired,Series A,"$3,000,000 ",2014-09-22
Weepo,2013-06-10,,2,2016-07-13,"$2,000,000 ","$2,500,000 ",Operating,Seed,"$2,000,000 ",2016-07-13
Weepo,2013-06-10,,2,2016-07-13,"$2,000,000 ","$2,500,000 ",Operating,Seed,"$500,000 ",2015-05-10
Weka.IO,2013-01-01,,2,2016-06-07,"$32,000,000 ","$42,000,000 ",Operating,Series A,"$10,000,000 ",2014-01-01
Weka.IO,2013-01-01,,2,2016-06-07,"$32,000,000 ","$42,000,000 ",Operating,Series B,"$32,000,000 ",2016-06-07
Wekho,2013-05-31,,3,2015-03-17,"$200,000 ","$350,000 ",Operating,Seed,"$200,000 ",2015-03-17
Wekho,2013-05-31,,3,2015-03-17,"$200,000 ","$350,000 ",Operating,Seed,"$100,000 ",2014-08-01
Wekho,2013-05-31,,3,2015-03-17,"$200,000 ","$350,000 ",Operating,Seed,"$50,000 ",2013-05-31
Welkio,2014-09-12,,1,2015-10-16,"$400,000 ","$400,000 ",Was Acquired,Seed,"$400,000 ",2015-10-16
Well Done,2014-05-01,,1,2014-05-01,"$15,000 ","$15,000 ",Operating,Seed,"$15,000 ",2014-05-01
WellAware,2012-01-01,,3,2015-09-01,"$16,000,000 ","$61,000,000 ",Operating,Series A,"$8,000,000 ",2013-10-07
WellAware,2012-01-01,,3,2015-09-01,"$16,000,000 ","$61,000,000 ",Operating,Series B,"$37,000,000 ",2014-06-25
WellAware,2012-01-01,,3,2015-09-01,"$16,000,000 ","$61,000,000 ",Operating,Series B,"$16,000,000 ",2015-09-01
WellBrain,2015-01-01,,1,2016-03-02,"$788,066 ","$788,066 ",Operating,Seed,"$788,066 ",2016-03-02
