Company,Founded Date,Closed Date,Funding Rounds,Last Funding Date,Last Funding Amount,Total Funding Amount,Status,Funding Type,Money Raised,Announced On Date
WellRight,2013-01-01,,2,2014-10-15,"$625,000 ","$4,625,000 ",Operating,Series A,"$4,000,000 ",2013-11-05
WellRight,2013-01-01,,2,2014-10-15,"$625,000 ","$4,625,000 ",Operating,Series B,"$625,000 ",2014-10-15
Wellsbi,2015-06-01,,1,2016-05-01,"$20,000 ","$20,000 ",Operating,Seed,"$20,000 ",2016-05-01
Wellth,2014-01-01,,3,2016-05-25,"$2,000,000 ","$2,450,000 ",Operating,Seed,"$2,000,000 ",2016-05-25
Wellth,2014-01-01,,3,2016-05-25,"$2,000,000 ","$2,450,000 ",Operating,Seed,"$50,000 ",2015-07-30
Wellthie,2013-01-01,,3,2017-04-04,"$5,000,000 ","$5,000,000 ",Operating,Series A,"$5,000,000 ",2017-04-04
Wellthy,2014-12-31,,1,2016-10-21,"$2,000,000 ","$2,000,000 ",Operating,Seed,"$2,000,000 ",2016-10-21
Welltory,2015-12-01,,2,2017-03-01,"$1,000,000 ","$1,430,000 ",Operating,Seed,"$1,000,000 ",2017-03-01
Welltory,2015-12-01,,2,2017-03-01,"$1,000,000 ","$1,430,000 ",Operating,Seed,"$430,000 ",2016-05-01
Welltwigs,2015-01-01,,1,2015-07-30,"$50,000 ","$50,000 ",Operating,Seed,"$50,000 ",2015-07-30
Welzoo,2013-02-01,,1,2014-01-15,"$500,000 ","$500,000 ",Operating,Seed,"$500,000 ",2014-01-15
Wemash,2014-01-01,,2,2015-11-01,"$2,500,000 ","$2,500,000 ",Operating,Seed,"$2,500,000 ",2015-11-01
Wemersive,2012-05-01,,1,2017-01-24,"$500,000 ","$500,000 ",Operating,Seed,"$500,000 ",2017-01-24
Werk,2016-02-12,,2,2017-08-04,"$3,000,000 ","$4,100,000 ",Operating,Seed,"$3,000,000 ",2017-08-04
Western Oncolytics,2013-01-01,,2,2015-06-04,"$2,500,000 ","$2,775,000 ",Operating,Seed,"$275,000 ",2014-06-18
Western Oncolytics,2013-01-01,,2,2015-06-04,"$2,500,000 ","$2,775,000 ",Operating,Series A,"$2,500,000 ",2015-06-04
Wevorce,2012-01-01,,6,2016-01-27,"$3,149,000 ","$6,545,962 ",Operating,Seed,"$1,700,000 ",2013-11-21
Wevorce,2012-01-01,,6,2016-01-27,"$3,149,000 ","$6,545,962 ",Operating,Series A,"$3,149,000 ",2016-01-27
Whale Path,2012-12-01,,2,2014-09-04,"$1,100,000 ","$1,100,000 ",Operating,Seed,"$1,100,000 ",2014-09-04
Whatfix,2013-04-15,,5,2017-04-04,"$3,600,000 ","$4,840,000 ",Operating,Seed,"$900,000 ",2015-04-10
Whatfix,2013-04-15,,5,2017-04-04,"$3,600,000 ","$4,840,000 ",Operating,Seed,"$40,000 ",2010-10-10
Whatfix,2013-04-15,,5,2017-04-04,"$3,600,000 ","$4,840,000 ",Operating,Series A,"$3,600,000 ",2017-04-04
Wheel,2012-01-01,,1,2015-04-23,"$2,000,000 ","$2,000,000 ",Was Acquired,Seed,"$2,000,000 ",2015-04-23
"Wheelwell, Inc.",2014-03-01,,2,2016-09-15,"$2,000,000 ","$3,200,000 ",Operating,Seed,"$2,000,000 ",2016-09-15
"Wheelwell, Inc.",2014-03-01,,2,2016-09-15,"$2,000,000 ","$3,200,000 ",Operating,Seed,"$1,200,000 ",2016-01-01
Whereabouts,2015-10-01,,1,2016-09-19,"$25,000 ","$25,000 ",Operating,Seed,"$25,000 ",2016-09-19
Wherefor,2013-01-01,,4,2016-09-09,"$125,000 ","$490,000 ",Operating,Seed,"$225,000 ",2014-01-12
Wherefor,2013-01-01,,4,2016-09-09,"$125,000 ","$490,000 ",Operating,Seed,"$125,000 ",2016-09-09
Wherefor,2013-01-01,,4,2016-09-09,"$125,000 ","$490,000 ",Operating,Seed,"$40,000 ",2015-12-26
WheresTheBus,2012-01-01,,1,2012-09-25,"$375,000 ","$375,000 ",Operating,Seed,"$375,000 ",2012-09-25
Whichdoor,2015-01-01,,2,2017-08-01,"$8,000,000 ","$11,000,000 ",Operating,Seed,"$3,000,000 ",2015-05-15
Whichdoor,2015-01-01,,2,2017-08-01,"$8,000,000 ","$11,000,000 ",Operating,Series A,"$8,000,000 ",2017-08-01
Whipclip,2014-01-01,,4,2015-07-07,"$40,000,000 ","$60,000,000 ",Operating,Series B,"$20,000,000 ",2014-12-03
Whipclip,2014-01-01,,4,2015-07-07,"$40,000,000 ","$60,000,000 ",Operating,Series C,"$40,000,000 ",2015-07-07
Whistle,2012-01-01,,2,2015-01-29,"$15,000,000 ","$21,000,000 ",Was Acquired,Series A,"$6,000,000 ",2013-06-05
Whistle,2012-01-01,,2,2015-01-29,"$15,000,000 ","$21,000,000 ",Was Acquired,Series B,"$15,000,000 ",2015-01-29
White Cheetah,2012-12-12,2014-06-12,2,2013-03-11,"$30,000 ","$290,000 ",Closed,Seed,"$260,000 ",2013-02-01
White Cheetah,2012-12-12,2014-06-12,2,2013-03-11,"$30,000 ","$290,000 ",Closed,Seed,"$30,000 ",2013-03-11
White Ops,2012-01-01,,5,2016-09-19,"$20,000,000 ","$33,000,000 ",Operating,Seed,"$2,000,000 ",2013-03-01
White Ops,2012-01-01,,5,2016-09-19,"$20,000,000 ","$33,000,000 ",Operating,Series A,"$9,000,000 ",2014-06-24
White Ops,2012-01-01,,5,2016-09-19,"$20,000,000 ","$33,000,000 ",Operating,Series B,"$20,000,000 ",2016-09-19
WhiteCoat Healthcare,2015-01-01,,1,2015-10-08,"$675,000 ","$675,000 ",Operating,Seed,"$675,000 ",2015-10-08
Whitebox Technologies INC,2013-09-01,,1,2014-02-01,"$100,000 ","$100,000 ",Operating,Seed,"$100,000 ",2014-02-01
Who@,2012-01-01,,1,2012-02-01,"$2,200,000 ","$2,200,000 ",Operating,Seed,"$2,200,000 ",2012-02-01
WhoHub,2014-09-01,,1,2015-04-10,"$500,000 ","$500,000 ",Operating,Seed,"$500,000 ",2015-04-10
WholeMe,2013-01-01,,2,2016-10-03,"$1,000,000 ","$2,000,000 ",Operating,Seed,"$1,000,000 ",2016-10-03
WholeMe,2013-01-01,,2,2016-10-03,"$1,000,000 ","$2,000,000 ",Operating,Seed,"$1,000,000 ",2016-07-22
WholeMeaning,2013-01-01,,2,2014-12-10,"$500,000 ","$800,000 ",Operating,Seed,"$500,000 ",2014-12-10
WholeMeaning,2013-01-01,,2,2014-12-10,"$500,000 ","$800,000 ",Operating,Seed,"$300,000 ",2013-04-01
Whooch,2013-01-01,,1,2013-07-01,"$5,000 ","$5,000 ",Operating,Seed,"$5,000 ",2013-07-01
Whoop Wireless,2013-01-01,,1,2015-08-17,"$550,000 ","$550,000 ",Operating,Seed,"$550,000 ",2015-08-17
"WiBotic, Inc",2015-01-01,,1,2017-04-26,"$2,500,000 ","$2,500,000 ",Operating,Seed,"$2,500,000 ",2017-04-26
WiSilica,2013-01-01,,1,2016-02-04,"$3,350,000 ","$3,350,000 ",Operating,Series A,"$3,350,000 ",2016-02-04
Wicked Loot,2012-08-01,,1,2013-04-29,"$20,000 ","$20,000 ",Operating,Seed,"$20,000 ",2013-04-29
Wicket Labs Inc.,2016-02-23,,1,2017-06-06,"$2,000,000 ","$2,000,000 ",Operating,Seed,"$2,000,000 ",2017-06-06
Wide Open Spaces,2013-09-01,,1,2015-10-28,"$1,100,000 ","$1,100,000 ",Operating,Seed,"$1,100,000 ",2015-10-28
Wideo,2012-10-01,,2,2015-10-05,"$220,000 ","$680,000 ",Operating,Seed,"$460,000 ",2014-07-01
Wideo,2012-10-01,,2,2015-10-05,"$220,000 ","$680,000 ",Operating,Seed,"$220,000 ",2015-10-05
WigWag,2012-01-01,,2,2016-02-25,"$3,175,436 ","$4,275,436 ",Operating,Seed,"$3,175,436 ",2016-02-25
WikiCell Designs,2012-01-01,,1,2012-09-04,"$10,000,000 ","$10,000,000 ",Operating,Series A,"$10,000,000 ",2012-09-04
WikiRealty,2012-06-01,,2,2015-04-01,"$600,000 ","$1,900,000 ",Operating,Seed,"$1,300,000 ",2014-12-01
WikiRealty,2012-06-01,,2,2015-04-01,"$600,000 ","$1,900,000 ",Operating,Seed,"$600,000 ",2015-04-01
Wikipad,2012-01-01,,2,2015-04-02,"$398,800 ","$1,398,800 ",Operating,Seed,"$398,800 ",2015-04-02
Wildcard,2013-01-01,,2,2014-08-06,"$7,000,000 ","$10,000,000 ",Operating,Series A,"$7,000,000 ",2014-08-06
Wildcard,2013-01-01,,2,2014-08-06,"$7,000,000 ","$10,000,000 ",Operating,Series A,"$3,000,000 ",2013-07-01
Wildfire,2015-10-01,,2,2017-07-01,"$120,000 ","$120,000 ",Operating,Seed,"$120,000 ",2017-07-01
Wildflower Health,2012-01-01,,3,2015-06-26,"$5,000,000 ","$6,805,790 ",Operating,Seed,"$100,000 ",2012-10-01
Wildflower Health,2012-01-01,,3,2015-06-26,"$5,000,000 ","$6,805,790 ",Operating,Series A,"$1,705,790 ",2013-12-09
Wildflower Health,2012-01-01,,3,2015-06-26,"$5,000,000 ","$6,805,790 ",Operating,Series B,"$5,000,000 ",2015-06-26
WillCo Intelligent Stored Energy (WISE),2015-09-01,,1,2016-01-01,"$200,000 ","$200,000 ",Operating,Seed,"$200,000 ",2016-01-01
Willing,2014-01-01,,2,2016-11-03,"$7,000,000 ","$7,120,000 ",Operating,Seed,"$120,000 ",2015-09-01
Willing,2014-01-01,,2,2016-11-03,"$7,000,000 ","$7,120,000 ",Operating,Series A,"$7,000,000 ",2016-11-03
Win Win Slots,2012-06-06,2014-03-03,1,2013-01-01,"$500,000 ","$500,000 ",Closed,Seed,"$500,000 ",2013-01-01
Win-Win,2016-01-01,,2,2017-05-11,"$150,000 ","$1,075,000 ",Operating,Seed,"$150,000 ",2017-05-11
WinUru,2015-03-15,,1,2015-01-15,"$650,000 ","$650,000 ",Operating,Seed,"$650,000 ",2015-01-15
Windrush,2014-05-01,,2,2016-07-20,"$25,000 ","$125,000 ",Operating,Seed,"$25,000 ",2016-07-20
Wine 'n Dine,2015-06-01,,1,2016-10-05,"$2,500,000 ","$2,500,000 ",Operating,Seed,"$2,500,000 ",2016-10-05
Wine Sherpa LLC,2015-01-01,,1,2016-01-02,"$50,000 ","$50,000 ",Operating,Seed,"$50,000 ",2016-01-02
WineTracker.co,2014-09-15,,1,2015-06-01,"$10,000 ","$10,000 ",Operating,Seed,"$10,000 ",2015-06-01
Winerist,2012-10-01,,2,2014-05-02,"$360,000 ","$360,000 ",Operating,Seed,"$360,000 ",2014-05-02
Wing Ma'am,2012-10-07,,2,2014-04-17,"$50,000 ","$75,000 ",Operating,Seed,"$50,000 ",2014-04-17
Wing Ma'am,2012-10-07,,2,2014-04-17,"$50,000 ","$75,000 ",Operating,Seed,"$25,000 ",2013-06-09
Wink Health,2014-01-01,,1,2015-09-01,"$120,000 ","$120,000 ",Operating,Seed,"$120,000 ",2015-09-01
Winky Lux,2015-01-01,,1,2017-08-04,"$2,000,000 ","$2,000,000 ",Operating,Seed,"$2,000,000 ",2017-08-04
Winloot.com,2013-03-01,,1,2013-03-11,"$100,000 ","$100,000 ",Operating,Seed,"$100,000 ",2013-03-11
Winners Circle Gaming (WCG),2012-01-01,,1,2012-11-28,"$25,000 ","$25,000 ",Operating,Seed,"$25,000 ",2012-11-28
Winnie,2015-01-01,,2,2016-10-26,"$2,500,000 ","$2,500,000 ",Operating,Seed,"$2,500,000 ",2016-10-26
Wiper,2014-02-13,2016-04-30,2,2016-02-05,"$2,000,000 ","$4,500,000 ",Closed,Seed,"$2,500,000 ",2014-07-14
Wiper,2014-02-13,2016-04-30,2,2016-02-05,"$2,000,000 ","$4,500,000 ",Closed,Seed,"$2,000,000 ",2016-02-05
Wire,2013-02-01,2015-01-01,1,2013-11-26,"$1,800,000 ","$1,800,000 ",Closed,Seed,"$1,800,000 ",2013-11-26
Wiretap,2014-12-12,,2,2017-06-06,"$4,850,000 ","$7,850,000 ",Operating,Series A,"$4,850,000 ",2017-06-06
Wiretap,2014-12-12,,2,2017-06-06,"$4,850,000 ","$7,850,000 ",Operating,Series A,"$3,000,000 ",2017-02-13
"Wise.io, Inc.",2012-05-21,,4,2014-07-31,"$965,000 ","$3,579,554 ",Was Acquired,Seed,"$28,000 ",2012-11-01
"Wise.io, Inc.",2012-05-21,,4,2014-07-31,"$965,000 ","$3,579,554 ",Was Acquired,Series A,"$2,586,554 ",2014-03-17
"Wise.io, Inc.",2012-05-21,,4,2014-07-31,"$965,000 ","$3,579,554 ",Was Acquired,Series A,"$965,000 ",2014-07-31
WiseWear,2013-09-13,,5,2017-05-07,"$250,000 ","$6,451,000 ",Operating,Seed,"$2,500,000 ",2016-01-02
WiseWear,2013-09-13,,5,2017-05-07,"$250,000 ","$6,451,000 ",Operating,Seed,"$2,100,000 ",2015-01-02
WiseWear,2013-09-13,,5,2017-05-07,"$250,000 ","$6,451,000 ",Operating,Seed,"$1,100,000 ",2013-09-13
WiseWear,2013-09-13,,5,2017-05-07,"$250,000 ","$6,451,000 ",Operating,Seed,"$501,000 ",2017-01-01
WiseWear,2013-09-13,,5,2017-05-07,"$250,000 ","$6,451,000 ",Operating,Seed,"$250,000 ",2017-05-07
Wiselike,2015-01-01,,2,2015-08-31,"$1,250,000 ","$1,250,000 ",Operating,Seed,"$1,250,000 ",2015-08-31
WishGyft,2013-01-01,,1,2013-07-01,"$10,000 ","$10,000 ",Operating,Seed,"$10,000 ",2013-07-01
Wisr Inc,2016-03-02,,1,2017-05-07,"$900,000 ","$900,000 ",Operating,Seed,"$900,000 ",2017-05-07
Wit.ai,2013-10-31,2017-08-01,2,2014-10-15,"$3,000,000 ","$3,000,000 ",Was Acquired,Seed,"$3,000,000 ",2014-10-15
Witlingo,2015-12-26,,2,2017-03-10,"$75,000 ","$125,000 ",Operating,Seed,"$75,000 ",2017-03-10
Witlingo,2015-12-26,,2,2017-03-10,"$75,000 ","$125,000 ",Operating,Seed,"$50,000 ",2016-06-30
Wittlebee,2012-01-01,,1,2012-04-05,"$2,500,000 ","$2,500,000 ",Was Acquired,Seed,"$2,500,000 ",2012-04-05
Wittybee Technologies,2012-02-01,,2,2016-08-01,"$500,000 ","$2,900,000 ",Operating,Seed,"$2,400,000 ",2015-07-17
Wittybee Technologies,2012-02-01,,2,2016-08-01,"$500,000 ","$2,900,000 ",Operating,Seed,"$500,000 ",2016-08-01
Wokrr,2016-01-01,,1,2000-01-01,"$1,111 ","$1,111 ",Closed,Seed,"$1,111 ",2000-01-01
Wolo,2016-02-01,,1,2016-10-15,"$30,000 ","$30,000 ",Operating,Seed,"$30,000 ",2016-10-15
WomStreet,2012-02-14,,1,2012-02-14,"$35,000 ","$35,000 ",Operating,Seed,"$35,000 ",2012-02-14
Women.com,2013-12-01,,1,2014-08-01,"$1,750,000 ","$1,750,000 ",Operating,Seed,"$1,750,000 ",2014-08-01
Wonder Technologies,2013-03-20,,2,2014-07-31,"$795,500 ","$870,500 ",Operating,Seed,"$795,500 ",2014-07-31
Wonder Technologies,2013-03-20,,2,2014-07-31,"$795,500 ","$870,500 ",Operating,Seed,"$75,000 ",2014-01-01
Wonder Workshop (Formerly Play-i),2012-11-01,,5,2016-07-28,"$20,000,000 ","$37,340,000 ",Operating,Seed,"$1,000,000 ",2013-05-01
Wonder Workshop (Formerly Play-i),2012-11-01,,5,2016-07-28,"$20,000,000 ","$37,340,000 ",Operating,Series A,"$8,000,000 ",2014-03-04
Wonder Workshop (Formerly Play-i),2012-11-01,,5,2016-07-28,"$20,000,000 ","$37,340,000 ",Operating,Series A,"$6,900,000 ",2015-05-05
Wonder Workshop (Formerly Play-i),2012-11-01,,5,2016-07-28,"$20,000,000 ","$37,340,000 ",Operating,Series B,"$20,000,000 ",2016-07-28
Wondermento,2013-11-01,,3,2015-01-01,"$50,000 ","$1,550,000 ",Operating,Seed,"$1,000,000 ",2014-10-01
Wondermento,2013-11-01,,3,2015-01-01,"$50,000 ","$1,550,000 ",Operating,Seed,"$500,000 ",2014-10-01
Wondermento,2013-11-01,,3,2015-01-01,"$50,000 ","$1,550,000 ",Operating,Seed,"$50,000 ",2015-01-01
Wonderschool,2016-05-01,,1,2017-06-19,"$2,000,000 ","$2,000,000 ",Operating,Seed,"$2,000,000 ",2017-06-19
Wonolo,2014-01-01,,3,2016-01-28,"$5,700,000 ","$7,900,000 ",Operating,Seed,"$2,200,000 ",2015-05-15
Wonolo,2014-01-01,,3,2016-01-28,"$5,700,000 ","$7,900,000 ",Operating,Series A,"$5,700,000 ",2016-01-28
Woo.io,2015-01-01,,3,2016-05-10,"$2,000,000 ","$4,350,000 ",Operating,Seed,"$2,350,000 ",2016-02-09
Woo.io,2015-01-01,,3,2016-05-10,"$2,000,000 ","$4,350,000 ",Operating,Seed,"$2,000,000 ",2016-05-10
WoofRadar,2013-01-01,,1,2013-09-01,"$400,000 ","$400,000 ",Closed,Seed,"$400,000 ",2013-09-01
Wooter,2014-06-01,,1,2015-03-01,"$150,000 ","$150,000 ",Operating,Seed,"$150,000 ",2015-03-01
Wootric,2013-01-01,,1,2016-04-19,"$2,600,000 ","$2,600,000 ",Operating,Series A,"$2,600,000 ",2016-04-19
Work Today,2016-05-01,,1,2017-04-28,"$1,100,000 ","$1,100,000 ",Operating,Seed,"$1,100,000 ",2017-04-28
Work Truck Solutions,2014-01-01,,2,2017-06-29,"$5,000,000 ","$7,050,000 ",Operating,Series A,"$2,050,000 ",2014-12-11
Work Truck Solutions,2014-01-01,,2,2017-06-29,"$5,000,000 ","$7,050,000 ",Operating,Series B,"$5,000,000 ",2017-06-29
WorkAmerica,2013-03-01,,5,2015-12-27,"$125,000 ","$1,025,000 ",Operating,Seed,"$350,000 ",2014-02-09
WorkAmerica,2013-03-01,,5,2015-12-27,"$125,000 ","$1,025,000 ",Operating,Seed,"$290,000 ",2013-04-01
WorkAmerica,2013-03-01,,5,2015-12-27,"$125,000 ","$1,025,000 ",Operating,Seed,"$260,000 ",2015-04-01
WorkAmerica,2013-03-01,,5,2015-12-27,"$125,000 ","$1,025,000 ",Operating,Seed,"$125,000 ",2015-12-27
WorkGenius,2015-01-01,,1,2015-12-27,"$125,000 ","$125,000 ",Operating,Seed,"$125,000 ",2015-12-27
WorkHands,2013-01-28,,2,2013-09-01,"$20,000 ","$20,000 ",Operating,Seed,"$20,000 ",2013-09-01
WorkHere,2015-06-01,,2,2016-03-04,"$1,700,000 ","$2,254,100 ",Operating,Seed,"$1,700,000 ",2016-03-04
WorkHere,2015-06-01,,2,2016-03-04,"$1,700,000 ","$2,254,100 ",Operating,Seed,"$554,100 ",2015-11-17
WorkMob,2013-12-01,,1,2014-01-23,"$100,000 ","$100,000 ",Operating,Seed,"$100,000 ",2014-01-23
WorkRails,2015-12-01,,1,2016-10-07,"$2,300,000 ","$2,300,000 ",Operating,Seed,"$2,300,000 ",2016-10-07
WorkRamp,2015-01-01,,2,2016-12-01,"$1,800,000 ","$1,920,000 ",Operating,Seed,"$1,800,000 ",2016-12-01
WorkRamp,2015-01-01,,2,2016-12-01,"$1,800,000 ","$1,920,000 ",Operating,Seed,"$120,000 ",2016-08-24
WorkSpan,2015-01-01,,1,2017-08-23,"$9,000,000 ","$9,000,000 ",Operating,Series A,"$9,000,000 ",2017-08-23
Workable,2012-07-12,,6,2015-09-30,"$27,000,000 ","$34,155,362 ",Operating,Seed,"500,000",2013-01-08
Workable,2012-07-12,,6,2015-09-30,"$27,000,000 ","$34,155,362 ",Operating,Series A,"$5,000,000 ",2015-02-26
Workable,2012-07-12,,6,2015-09-30,"$27,000,000 ","$34,155,362 ",Operating,Series A,"$1,500,000 ",2014-03-07
Workable,2012-07-12,,6,2015-09-30,"$27,000,000 ","$34,155,362 ",Operating,Series B,"$27,000,000 ",2015-09-30
Workato,2013-01-01,,1,2017-07-17,"$10,000,000 ","$10,000,000 ",Operating,Series A,"$10,000,000 ",2017-07-17
Workbench Platform,2013-05-29,,1,2016-02-02,"$1,250,000 ","$1,250,000 ",Operating,Seed,"$1,250,000 ",2016-02-02
Workep,2016-06-01,,1,2016-08-10,"$70,000 ","$70,000 ",Operating,Seed,"$70,000 ",2016-08-10
Workers On Call,2013-01-02,,2,2013-09-13,"$20,000 ","$170,000 ",Operating,Seed,"$150,000 ",2013-01-02
Workers On Call,2013-01-02,,2,2013-09-13,"$20,000 ","$170,000 ",Operating,Seed,"$20,000 ",2013-09-13
Workfit,2016-10-01,,1,2017-02-27,"$5,500,000 ","$5,500,000 ",Operating,Seed,"$5,500,000 ",2017-02-27
Workhint,2013-01-01,,1,2013-07-17,"$25,000 ","$25,000 ",Operating,Seed,"$25,000 ",2013-07-17
Workify,2014-07-14,,2,2016-08-05,"$1,250,000 ","$1,750,000 ",Operating,Seed,"$1,250,000 ",2016-08-05
Workify,2014-07-14,,2,2016-08-05,"$1,250,000 ","$1,750,000 ",Operating,Seed,"$500,000 ",2015-01-09
Workit Health,2014-01-01,,1,2016-08-08,"$1,100,000 ","$1,100,000 ",Operating,Seed,"$1,100,000 ",2016-08-08
Worklife,2014-01-01,,3,2015-04-05,"$1,700,000 ","$2,720,000 ",Was Acquired,Seed,"$1,700,000 ",2015-04-05
Worklife,2014-01-01,,3,2015-04-05,"$1,700,000 ","$2,720,000 ",Was Acquired,Seed,"$900,000 ",2014-09-02
Worklife,2014-01-01,,3,2015-04-05,"$1,700,000 ","$2,720,000 ",Was Acquired,Seed,"$120,000 ",2015-01-01
"Worksfire, Inc.",2014-06-19,,1,2015-03-13,"$600,000 ","$600,000 ",Operating,Seed,"$600,000 ",2015-03-13
Workspot,2012-08-01,,5,2016-10-18,"$12,200,000 ","$21,825,000 ",Operating,Seed,"$1,900,000 ",2013-04-30
Workspot,2012-08-01,,5,2016-10-18,"$12,200,000 ","$21,825,000 ",Operating,Series A,"$6,500,000 ",2014-07-18
Workspot,2012-08-01,,5,2016-10-18,"$12,200,000 ","$21,825,000 ",Operating,Series B,"$12,200,000 ",2016-10-18
Worksurfers,2013-01-01,2014-08-01,1,2012-11-22,"$40,000 ","$40,000 ",Closed,Seed,"$40,000 ",2012-11-22
World View Enterprises,2013-01-01,,3,2016-04-28,"$15,000,000 ","$15,250,000 ",Operating,Series B,"$15,000,000 ",2016-04-28
WorldWinger,2014-08-30,,2,2014-08-31,"$25,000 ","$43,000 ",Operating,Seed,"$25,000 ",2014-08-31
WorldWinger,2014-08-30,,2,2014-08-31,"$25,000 ","$43,000 ",Operating,Seed,"$18,000 ",2014-01-30
WorthFM,2015-01-01,,1,2015-05-01,"$2,000,000 ","$2,000,000 ",Operating,Seed,"$2,000,000 ",2015-05-01
Worthix,2015-01-01,,1,2015-12-27,"$125,000 ","$125,000 ",Operating,Seed,"$125,000 ",2015-12-27
Wovo,2014-04-01,,1,2015-05-05,"$350,000 ","$350,000 ",Closed,Seed,"$350,000 ",2015-05-05
Wrap Media,2014-01-01,,3,2016-04-19,"$9,000,000 ","$25,200,000 ",Operating,Series A,"$3,500,000 ",2015-04-14
Wrap Media,2014-01-01,,3,2016-04-19,"$9,000,000 ","$25,200,000 ",Operating,Series B,"$12,700,000 ",2015-09-03
Wrap Media,2014-01-01,,3,2016-04-19,"$9,000,000 ","$25,200,000 ",Operating,Series C,"$9,000,000 ",2016-04-19
Wrench,2015-01-01,,2,2017-03-28,"$4,000,000 ","$5,200,000 ",Operating,Seed,"$1,200,000 ",2016-06-21
Wrench,2015-01-01,,2,2017-03-28,"$4,000,000 ","$5,200,000 ",Operating,Series A,"$4,000,000 ",2017-03-28
Wrinkl,2015-08-05,,1,2017-03-31,"$3,500,000 ","$3,500,000 ",Operating,Seed,"$3,500,000 ",2017-03-31
WriteLab,2013-12-28,,1,2015-11-12,"$2,100,000 ","$2,100,000 ",Operating,Seed,"$2,100,000 ",2015-11-12
Written,2012-01-01,,1,2015-02-01,"$1,000,000 ","$1,000,000 ",Operating,Seed,"$1,000,000 ",2015-02-01
WrkRiot,2015-11-01,,2,2016-08-01,"$130,000 ","$1,130,000 ",Closed,Seed,"$1,000,000 ",2015-11-01
WrkRiot,2015-11-01,,2,2016-08-01,"$130,000 ","$1,130,000 ",Closed,Seed,"$130,000 ",2016-08-01
WuXi NextCODE,2013-01-01,,2,2017-05-02,"$75,000,000 ","$90,000,000 ",Was Acquired,Series A,"$15,000,000 ",2013-10-23
WuXi NextCODE,2013-01-01,,2,2017-05-02,"$75,000,000 ","$90,000,000 ",Was Acquired,Series B,"$75,000,000 ",2017-05-02
Wunder,2014-01-01,,3,2016-03-08,"$3,600,000 ","$4,823,000 ",Operating,Series A,"$3,600,000 ",2016-03-08
Wunwun,2013-09-01,,2,2014-02-18,"$16,000,000 ","$17,500,000 ",Was Acquired,Seed,"$1,500,000 ",2014-01-01
Wunwun,2013-09-01,,2,2014-02-18,"$16,000,000 ","$17,500,000 ",Was Acquired,Series B,"$16,000,000 ",2014-02-18
Wurk,2015-08-01,,4,2017-04-11,"$2,000,000 ","$3,070,000 ",Operating,Seed,"$2,000,000 ",2017-04-11
Wurk,2015-08-01,,4,2017-04-11,"$2,000,000 ","$3,070,000 ",Operating,Seed,"$1,000,000 ",2016-11-08
Wurk,2015-08-01,,4,2017-04-11,"$2,000,000 ","$3,070,000 ",Operating,Seed,"$50,000 ",2016-05-16
Wurk,2015-08-01,,4,2017-04-11,"$2,000,000 ","$3,070,000 ",Operating,Seed,"$20,000 ",2016-03-01
Wyldfire,2013-07-05,2016-01-01,3,2014-10-15,"$20,000 ","$450,000 ",Closed,Seed,"$310,000 ",2014-07-01
Wyldfire,2013-07-05,2016-01-01,3,2014-10-15,"$20,000 ","$450,000 ",Closed,Seed,"$120,000 ",2014-02-02
Wyldfire,2013-07-05,2016-01-01,3,2014-10-15,"$20,000 ","$450,000 ",Closed,Seed,"$20,000 ",2014-10-15
"Wylei, LLC",2013-01-01,,1,2014-10-17,"$2,000,000 ","$2,000,000 ",Operating,Seed,"$2,000,000 ",2014-10-17
"Wynd Technologies, Inc.",2014-10-26,,1,2016-09-28,"$2,500,000 ","$2,500,000 ",Operating,Seed,"$2,500,000 ",2016-09-28
"Wyndow, Inc.",2013-01-01,,1,2016-06-24,"$800,000 ","$800,000 ",Operating,Seed,"$800,000 ",2016-06-24
Wyre,2013-01-01,,3,2016-12-16,"$5,800,000 ","$6,200,000 ",Operating,Series A,"$5,800,000 ",2016-12-16
Wyzerr,2014-06-04,,4,2016-05-11,"$1,500,000 ","$2,075,000 ",Operating,Seed,"$1,500,000 ",2016-05-11
Wyzerr,2014-06-04,,4,2016-05-11,"$1,500,000 ","$2,075,000 ",Operating,Seed,"$500,000 ",2015-10-07
X4 Pharmaceuticals,2012-01-01,,1,2015-12-15,"$37,499,999 ","$37,499,999 ",Operating,Series A,"$37,499,999 ",2015-12-15
XCube R&D Inc,2015-08-01,,1,2016-05-01,"$1,000,000 ","$1,000,000 ",Operating,Seed,"$1,000,000 ",2016-05-01
XOEye Technologies,2013-10-01,,2,2015-04-29,"$500,000 ","$2,000,000 ",Operating,Series A,"$1,500,000 ",2014-12-08
XOEye Technologies,2013-10-01,,2,2015-04-29,"$500,000 ","$2,000,000 ",Operating,Series A,"$500,000 ",2015-04-29
XOR Data Exchange,2014-01-01,,3,2017-01-19,"$2,000,000 ","$6,350,000 ",Operating,Seed,"$1,800,000 ",2015-01-21
XOR Data Exchange,2014-01-01,,3,2017-01-19,"$2,000,000 ","$6,350,000 ",Operating,Series A,"$2,550,000 ",2015-08-10
XOR Data Exchange,2014-01-01,,3,2017-01-19,"$2,000,000 ","$6,350,000 ",Operating,Series A,"$2,000,000 ",2017-01-19
XOXO Kitchen,2012-01-01,,1,2014-03-04,"$2,000,000 ","$2,000,000 ",Operating,Seed,"$2,000,000 ",2014-03-04
