Company,Founded Date,Closed Date,Funding Rounds,Last Funding Date,Last Funding Amount,Total Funding Amount,Status,Funding Type,Money Raised,Announced On Date,UUID,Homepage
"SpyCloud, Inc.",2016-08-01,,1,2017-06-01,2500000,2500000,Operating,Seed,2500000,2017-06-01,5d2811c3-12cd-f482-596e-78478ad6df47,https://spycloud.com
Spyryx Biosciences,2013-01-01,,2,2015-05-07,18172000,18187000,Operating,Series A,18172000,2015-05-07,293e8544-335b-a26e-2e3a-8125e94a93a3,http://www.spyryxbio.com/
Sqrl,2013-01-01,,1,2014-01-29,550000,550000,Operating,Seed,550000,2014-01-29,279f1242-be6c-9045-2cd4-c2e1e47285f4,http://getsqrl.com
Sqrrl,2012-08-01,,4,2017-06-14,12300000,26500000,Operating,Seed,2000000,2012-08-20,c44426af-bd49-40a4-e210-032178494850,http://www.sqrrl.com
Sqrrl,2012-08-01,,4,2017-06-14,12300000,26500000,Operating,Series A,5200000,2013-10-21,c44426af-bd49-40a4-e210-032178494850,http://www.sqrrl.com
Sqrrl,2012-08-01,,4,2017-06-14,12300000,26500000,Operating,Series B,7000000,2015-02-18,c44426af-bd49-40a4-e210-032178494850,http://www.sqrrl.com
Sqrrl,2012-08-01,,4,2017-06-14,12300000,26500000,Operating,Series C,12300000,2017-06-14,c44426af-bd49-40a4-e210-032178494850,http://www.sqrrl.com
Square Roots Urban Growers,2016-07-01,,1,2017-08-23,5400000,5400000,Operating,Seed,5400000,2017-08-23,252187e8-1cd8-a786-4781-3e0fcd4ebf06,http://www.squarerootsgrow.com
SquareHook,2012-02-18,,1,2012-07-01,600000,600000,Operating,Seed,600000,2012-07-01,fe98fba5-fc00-4d67-5913-220c24a85436,http://www.squarehook.com
SquareOffs,2012-05-03,,1,2015-03-15,450000,450000,Operating,Seed,450000,2015-03-15,8d9fdaba-074b-0990-678c-88f0e7783328,http://squareoffs.com
Sqwiggle,2013-02-01,,1,2013-08-29,1100000,1100000,Closed,Seed,1100000,2013-08-29,feadd48f-3e55-33ac-feb0-0907e7c85c50,http://www.sqwiggle.com
StackEngine,2014-01-01,,2,2015-05-01,3500000,4500000,Was Acquired,Series A,3500000,2015-05-01,eb60f607-f977-09c4-3218-182b1d5541a6,http://stackengine.com/
StackRox,2014-11-01,,2,2017-07-18,14000000,14000000,Operating,Series A,14000000,2017-07-18,37fd1c4f-2f36-8091-368d-bc3230f22771,http://www.stackrox.com
StackShare,2013-05-01,,2,2016-06-04,1500000,1500000,Operating,Seed,1500000,2016-06-04,e2318e90-71c2-34c3-cd7a-1537382e8e39,http://stackshare.io
Stackdriver,2012-06-22,,2,2013-09-18,10000000,15000000,Was Acquired,Series A,5000000,2012-07-27,560a8a1a-1c05-4d00-13f6-7bc3ae79afef,http://www.stackdriver.com
Stackdriver,2012-06-22,,2,2013-09-18,10000000,15000000,Was Acquired,Series B,10000000,2013-09-18,560a8a1a-1c05-4d00-13f6-7bc3ae79afef,http://www.stackdriver.com
Stackfolio,2014-12-01,,1,2016-01-15,400000,400000,Operating,Seed,400000,2016-01-15,f6a827a0-b12e-94d2-82a1-c52a28a6ad94,http://www.stackfolio.com
Stadium Goods,2015-01-01,,2,2017-01-12,4600000,5600000,Operating,Series A,4600000,2017-01-12,983062f3-a5fe-e2b5-20ba-5d06dc81089c,http://www.stadiumgoods.com
Stadius,2012-05-01,,1,2013-01-01,250000,250000,Operating,Seed,250000,2013-01-01,84e4cf17-a590-7c74-9770-cf47f656b8f7,http://www.stadi.us
Stae,2015-11-01,,2,2017-05-25,1500000,1560000,Operating,Seed,1500000,2017-05-25,a7b462a5-be51-c132-1e46-953f47d0d14b,http://stae.co
Stae,2015-11-01,,2,2017-05-25,1500000,1560000,Operating,Seed,60000,2016-03-31,a7b462a5-be51-c132-1e46-953f47d0d14b,http://stae.co
Staffjoy,2015-01-01,,3,2017-01-10,1200000,1212000,Operating,Seed,1200000,2017-01-10,634d7059-f7b6-4b29-c044-9825a71be8a4,https://www.staffjoy.com/
Stand Offer,2012-08-02,2014-01-01,2,2012-09-15,2000,4500,Closed,Seed,2500,2012-08-01,41da7a6a-f69e-49c0-5536-40fa7556df7a,http://www.standoffer.com
Stand Offer,2012-08-02,2014-01-01,2,2012-09-15,2000,4500,Closed,Seed,2000,2012-09-15,41da7a6a-f69e-49c0-5536-40fa7556df7a,http://www.standoffer.com
"StandLogix, Inc.",2016-01-25,,1,2016-12-15,120000,120000,Operating,Seed,120000,2016-12-15,44bcef62-c2a7-77cb-1eb0-b5a26774aecb,http://www.standlogix.com
Standard Cognition,2017-01-01,,1,2017-07-01,120000,120000,Operating,Seed,120000,2017-07-01,0b5778b3-0727-3f3c-dd16-3221e95968b3,https://www.standardcognition.com/
Stanson Health,2013-01-01,,1,2015-05-26,3000000,3000000,Operating,Series A,3000000,2015-05-26,ef21ae30-a0cc-9d4e-dd98-191690956319,http://stansonhealth.com
Stanza,2012-01-01,,2,2015-04-09,4300000,4300000,Operating,Seed,4300000,2015-04-09,9a6f3ea3-0102-9543-7085-b0474f5207a3,http://stanza.co
Stanza,2012-01-01,,2,2015-04-09,4300000,4300000,Operating,Seed,4300000,2015-04-09,92682d29-66d6-c389-a0aa-623ea275991d,http://www.stanzaworld.com
StarMobile,2012-04-20,,4,2015-12-31,750000,6275000,Was Acquired,Seed,2650000,2015-02-26,6a5d6249-0524-5ef4-f3ed-033f6881832a,https://www.starmobileinc.com
Starbates,2012-01-01,,1,2012-02-14,20000,20000,Closed,Seed,20000,2012-02-14,f4540f67-48e3-30dd-ff96-d4f86a95037a,http://www.starbates.com
Starboard Storage Systems,2012-02-13,2014-01-01,1,2012-05-13,13000000,13000000,Closed,Series B,13000000,2012-05-13,7e4dc180-6856-cc05-ea4b-f0afb523370b,http://www.starboardstorage.com
"Starburst Labs, Inc.",2012-01-01,,3,2017-01-17,6250000,10250000,Operating,Seed,1500000,2012-09-24,f926fe5f-8da0-5675-3116-79261ab5f39d,http://www.starburstlabs.com
"Starburst Labs, Inc.",2012-01-01,,3,2017-01-17,6250000,10250000,Operating,Series A,6250000,2017-01-17,f926fe5f-8da0-5675-3116-79261ab5f39d,http://www.starburstlabs.com
Starcity,2016-01-01,,2,2016-12-31,3800000,3920000,Operating,Seed,3800000,2016-12-31,4d09d632-5d80-3db1-0aac-f5a0081e55dc,https://joinstarcity.com/
Starling,2015-01-01,,2,2017-03-14,1700000,2890000,Operating,Seed,1700000,2017-03-14,58d7b427-1955-18cc-86f7-7bb8b8c37586,http://getstarling.com
Starling,2015-01-01,,2,2017-03-14,1700000,2890000,Operating,Seed,1700000,2017-03-14,c673d057-ad20-6a37-775f-763798a360d4,http://www.joinstarling.com
Starling,2015-01-01,,2,2017-03-14,1700000,2890000,Operating,Seed,1700000,2017-03-14,1d51b1bb-3762-3fa8-808b-3c66b9b8a0fe,https://www.withstarling.com/
Starling,2015-01-01,,2,2017-03-14,1700000,2890000,Operating,Seed,1190000,2015-04-06,58d7b427-1955-18cc-86f7-7bb8b8c37586,http://getstarling.com
Starling,2015-01-01,,2,2017-03-14,1700000,2890000,Operating,Seed,1190000,2015-04-06,c673d057-ad20-6a37-775f-763798a360d4,http://www.joinstarling.com
Starling,2015-01-01,,2,2017-03-14,1700000,2890000,Operating,Seed,1190000,2015-04-06,1d51b1bb-3762-3fa8-808b-3c66b9b8a0fe,https://www.withstarling.com/
Starry,2014-01-01,,1,2016-12-19,30000000,30000000,Operating,Series B,30000000,2016-12-19,0e41a7cc-3c85-025b-469d-50fc91907003,http://gostarry.com/
Starry,2014-01-01,,1,2016-12-19,30000000,30000000,Operating,Series B,30000000,2016-12-19,2bb8aeff-ed6d-b7b7-1194-d8748d568528,https://starry.com/
Starsky Robotics,2016-02-01,,2,2017-03-01,3750000,3750000,Operating,Seed,3750000,2017-03-01,be089fd4-b311-336e-a039-62088ce6f6e3,http://starskyrobotics.com
Startist,2013-01-01,,1,2013-01-07,40000,40000,Operating,Seed,40000,2013-01-07,2386cb46-7c7c-63c6-8289-440d4e97cefe,http://www.startist.com
Startup Institute,2012-02-01,,2,2014-09-15,3000000,4300000,Operating,Series A,3000000,2014-09-15,4753a5bd-87d9-6f42-3ee6-74ca155355f5,http://www.startupinstitute.com/
Startup Quest,2012-05-17,,1,2012-10-20,100000,100000,Operating,Seed,100000,2012-10-20,7cb242ba-407a-287d-8025-47cef7fc28e1,http://www.startupquest.com
Startwise Inc,2015-06-01,,2,2016-04-19,195000,215000,Operating,Seed,20000,2016-02-15,77cac138-bbd3-2d75-890e-19ba38a4889e,http://www.startwise.com
Stash,2015-02-19,,5,2017-07-13,40000000,78750000,Operating,Seed,3000000,2016-02-09,07a2517d-bb89-ba79-ae2b-d84c402e7c9e,http://www.hellostash.com
Stash,2015-02-19,,5,2017-07-13,40000000,78750000,Operating,Seed,3000000,2016-02-09,b50b3fac-25ce-a579-43f7-d21152d015fe,http://stashwith.me
Stash,2015-02-19,,5,2017-07-13,40000000,78750000,Operating,Seed,3000000,2016-02-09,3fe72020-eb02-fac2-c726-e866c3537397,http://www.stashinvest.com
Stash,2015-02-19,,5,2017-07-13,40000000,78750000,Operating,Seed,3000000,2016-02-09,fc64500c-6fe3-1db6-8715-189c92708683,https://www.stash.ai
Stash,2015-02-19,,5,2017-07-13,40000000,78750000,Operating,Seed,3000000,2016-02-09,3a73920a-cf1c-54c1-f811-6e5d760990f5,http://www.meetstash.com/
Stash,2015-02-19,,5,2017-07-13,40000000,78750000,Operating,Seed,3000000,2016-02-09,ad1f751a-fdb7-2666-f532-c8d4ca0a883c,https://stash.diamonds
Stash,2015-02-19,,5,2017-07-13,40000000,78750000,Operating,Seed,20000,2016-10-05,07a2517d-bb89-ba79-ae2b-d84c402e7c9e,http://www.hellostash.com
Stash,2015-02-19,,5,2017-07-13,40000000,78750000,Operating,Seed,20000,2016-10-05,b50b3fac-25ce-a579-43f7-d21152d015fe,http://stashwith.me
Stash,2015-02-19,,5,2017-07-13,40000000,78750000,Operating,Seed,20000,2016-10-05,3fe72020-eb02-fac2-c726-e866c3537397,http://www.stashinvest.com
Stash,2015-02-19,,5,2017-07-13,40000000,78750000,Operating,Seed,20000,2016-10-05,fc64500c-6fe3-1db6-8715-189c92708683,https://www.stash.ai
Stash,2015-02-19,,5,2017-07-13,40000000,78750000,Operating,Seed,20000,2016-10-05,3a73920a-cf1c-54c1-f811-6e5d760990f5,http://www.meetstash.com/
Stash,2015-02-19,,5,2017-07-13,40000000,78750000,Operating,Seed,20000,2016-10-05,ad1f751a-fdb7-2666-f532-c8d4ca0a883c,https://stash.diamonds
Stash,2015-02-19,,5,2017-07-13,40000000,78750000,Operating,Series A,9250000,2016-08-17,07a2517d-bb89-ba79-ae2b-d84c402e7c9e,http://www.hellostash.com
Stash,2015-02-19,,5,2017-07-13,40000000,78750000,Operating,Series A,9250000,2016-08-17,b50b3fac-25ce-a579-43f7-d21152d015fe,http://stashwith.me
Stash,2015-02-19,,5,2017-07-13,40000000,78750000,Operating,Series A,9250000,2016-08-17,3fe72020-eb02-fac2-c726-e866c3537397,http://www.stashinvest.com
Stash,2015-02-19,,5,2017-07-13,40000000,78750000,Operating,Series A,9250000,2016-08-17,fc64500c-6fe3-1db6-8715-189c92708683,https://www.stash.ai
Stash,2015-02-19,,5,2017-07-13,40000000,78750000,Operating,Series A,9250000,2016-08-17,3a73920a-cf1c-54c1-f811-6e5d760990f5,http://www.meetstash.com/
Stash,2015-02-19,,5,2017-07-13,40000000,78750000,Operating,Series A,9250000,2016-08-17,ad1f751a-fdb7-2666-f532-c8d4ca0a883c,https://stash.diamonds
Stash,2015-02-19,,5,2017-07-13,40000000,78750000,Operating,Series B,25000000,2016-12-14,07a2517d-bb89-ba79-ae2b-d84c402e7c9e,http://www.hellostash.com
Stash,2015-02-19,,5,2017-07-13,40000000,78750000,Operating,Series B,25000000,2016-12-14,b50b3fac-25ce-a579-43f7-d21152d015fe,http://stashwith.me
Stash,2015-02-19,,5,2017-07-13,40000000,78750000,Operating,Series B,25000000,2016-12-14,3fe72020-eb02-fac2-c726-e866c3537397,http://www.stashinvest.com
Stash,2015-02-19,,5,2017-07-13,40000000,78750000,Operating,Series B,25000000,2016-12-14,fc64500c-6fe3-1db6-8715-189c92708683,https://www.stash.ai
Stash,2015-02-19,,5,2017-07-13,40000000,78750000,Operating,Series B,25000000,2016-12-14,3a73920a-cf1c-54c1-f811-6e5d760990f5,http://www.meetstash.com/
Stash,2015-02-19,,5,2017-07-13,40000000,78750000,Operating,Series B,25000000,2016-12-14,ad1f751a-fdb7-2666-f532-c8d4ca0a883c,https://stash.diamonds
Stash,2015-02-19,,5,2017-07-13,40000000,78750000,Operating,Series C,40000000,2017-07-13,07a2517d-bb89-ba79-ae2b-d84c402e7c9e,http://www.hellostash.com
Stash,2015-02-19,,5,2017-07-13,40000000,78750000,Operating,Series C,40000000,2017-07-13,b50b3fac-25ce-a579-43f7-d21152d015fe,http://stashwith.me
Stash,2015-02-19,,5,2017-07-13,40000000,78750000,Operating,Series C,40000000,2017-07-13,3fe72020-eb02-fac2-c726-e866c3537397,http://www.stashinvest.com
Stash,2015-02-19,,5,2017-07-13,40000000,78750000,Operating,Series C,40000000,2017-07-13,fc64500c-6fe3-1db6-8715-189c92708683,https://www.stash.ai
Stash,2015-02-19,,5,2017-07-13,40000000,78750000,Operating,Series C,40000000,2017-07-13,3a73920a-cf1c-54c1-f811-6e5d760990f5,http://www.meetstash.com/
Stash,2015-02-19,,5,2017-07-13,40000000,78750000,Operating,Series C,40000000,2017-07-13,ad1f751a-fdb7-2666-f532-c8d4ca0a883c,https://stash.diamonds
Stash,2016-01-07,,1,2016-10-05,20000,20000,Operating,Seed,3000000,2016-02-09,07a2517d-bb89-ba79-ae2b-d84c402e7c9e,http://www.hellostash.com
Stash,2016-01-07,,1,2016-10-05,20000,20000,Operating,Seed,3000000,2016-02-09,b50b3fac-25ce-a579-43f7-d21152d015fe,http://stashwith.me
Stash,2016-01-07,,1,2016-10-05,20000,20000,Operating,Seed,3000000,2016-02-09,3fe72020-eb02-fac2-c726-e866c3537397,http://www.stashinvest.com
Stash,2016-01-07,,1,2016-10-05,20000,20000,Operating,Seed,3000000,2016-02-09,fc64500c-6fe3-1db6-8715-189c92708683,https://www.stash.ai
Stash,2016-01-07,,1,2016-10-05,20000,20000,Operating,Seed,3000000,2016-02-09,3a73920a-cf1c-54c1-f811-6e5d760990f5,http://www.meetstash.com/
Stash,2016-01-07,,1,2016-10-05,20000,20000,Operating,Seed,3000000,2016-02-09,ad1f751a-fdb7-2666-f532-c8d4ca0a883c,https://stash.diamonds
Stash,2016-01-07,,1,2016-10-05,20000,20000,Operating,Seed,20000,2016-10-05,07a2517d-bb89-ba79-ae2b-d84c402e7c9e,http://www.hellostash.com
Stash,2016-01-07,,1,2016-10-05,20000,20000,Operating,Seed,20000,2016-10-05,b50b3fac-25ce-a579-43f7-d21152d015fe,http://stashwith.me
Stash,2016-01-07,,1,2016-10-05,20000,20000,Operating,Seed,20000,2016-10-05,3fe72020-eb02-fac2-c726-e866c3537397,http://www.stashinvest.com
Stash,2016-01-07,,1,2016-10-05,20000,20000,Operating,Seed,20000,2016-10-05,fc64500c-6fe3-1db6-8715-189c92708683,https://www.stash.ai
Stash,2016-01-07,,1,2016-10-05,20000,20000,Operating,Seed,20000,2016-10-05,3a73920a-cf1c-54c1-f811-6e5d760990f5,http://www.meetstash.com/
Stash,2016-01-07,,1,2016-10-05,20000,20000,Operating,Seed,20000,2016-10-05,ad1f751a-fdb7-2666-f532-c8d4ca0a883c,https://stash.diamonds
Stash,2016-01-07,,1,2016-10-05,20000,20000,Operating,Series A,9250000,2016-08-17,07a2517d-bb89-ba79-ae2b-d84c402e7c9e,http://www.hellostash.com
Stash,2016-01-07,,1,2016-10-05,20000,20000,Operating,Series A,9250000,2016-08-17,b50b3fac-25ce-a579-43f7-d21152d015fe,http://stashwith.me
Stash,2016-01-07,,1,2016-10-05,20000,20000,Operating,Series A,9250000,2016-08-17,3fe72020-eb02-fac2-c726-e866c3537397,http://www.stashinvest.com
Stash,2016-01-07,,1,2016-10-05,20000,20000,Operating,Series A,9250000,2016-08-17,fc64500c-6fe3-1db6-8715-189c92708683,https://www.stash.ai
Stash,2016-01-07,,1,2016-10-05,20000,20000,Operating,Series A,9250000,2016-08-17,3a73920a-cf1c-54c1-f811-6e5d760990f5,http://www.meetstash.com/
Stash,2016-01-07,,1,2016-10-05,20000,20000,Operating,Series A,9250000,2016-08-17,ad1f751a-fdb7-2666-f532-c8d4ca0a883c,https://stash.diamonds
Stash,2016-01-07,,1,2016-10-05,20000,20000,Operating,Series B,25000000,2016-12-14,07a2517d-bb89-ba79-ae2b-d84c402e7c9e,http://www.hellostash.com
Stash,2016-01-07,,1,2016-10-05,20000,20000,Operating,Series B,25000000,2016-12-14,b50b3fac-25ce-a579-43f7-d21152d015fe,http://stashwith.me
Stash,2016-01-07,,1,2016-10-05,20000,20000,Operating,Series B,25000000,2016-12-14,3fe72020-eb02-fac2-c726-e866c3537397,http://www.stashinvest.com
Stash,2016-01-07,,1,2016-10-05,20000,20000,Operating,Series B,25000000,2016-12-14,fc64500c-6fe3-1db6-8715-189c92708683,https://www.stash.ai
Stash,2016-01-07,,1,2016-10-05,20000,20000,Operating,Series B,25000000,2016-12-14,3a73920a-cf1c-54c1-f811-6e5d760990f5,http://www.meetstash.com/
Stash,2016-01-07,,1,2016-10-05,20000,20000,Operating,Series B,25000000,2016-12-14,ad1f751a-fdb7-2666-f532-c8d4ca0a883c,https://stash.diamonds
Stash,2016-01-07,,1,2016-10-05,20000,20000,Operating,Series C,40000000,2017-07-13,07a2517d-bb89-ba79-ae2b-d84c402e7c9e,http://www.hellostash.com
Stash,2016-01-07,,1,2016-10-05,20000,20000,Operating,Series C,40000000,2017-07-13,b50b3fac-25ce-a579-43f7-d21152d015fe,http://stashwith.me
Stash,2016-01-07,,1,2016-10-05,20000,20000,Operating,Series C,40000000,2017-07-13,3fe72020-eb02-fac2-c726-e866c3537397,http://www.stashinvest.com
Stash,2016-01-07,,1,2016-10-05,20000,20000,Operating,Series C,40000000,2017-07-13,fc64500c-6fe3-1db6-8715-189c92708683,https://www.stash.ai
Stash,2016-01-07,,1,2016-10-05,20000,20000,Operating,Series C,40000000,2017-07-13,3a73920a-cf1c-54c1-f811-6e5d760990f5,http://www.meetstash.com/
Stash,2016-01-07,,1,2016-10-05,20000,20000,Operating,Series C,40000000,2017-07-13,ad1f751a-fdb7-2666-f532-c8d4ca0a883c,https://stash.diamonds
StatMuse,2014-01-01,,2,2015-07-06,1750000,11750000,Operating,Series A,10000000,2015-01-27,6bccf51f-8e4d-9f75-8d7f-491b44a50207,https://www.statmuse.com/
StatX,2015-01-01,,1,2017-03-09,2500000,2500000,Operating,Seed,2500000,2017-03-09,fbdad1af-46e5-5246-2813-9780d9ab67e1,https://statx.io
Stateless Networks,2012-01-01,,2,2014-07-30,3800000,6500000,Operating,Series A,3800000,2014-07-30,a8213817-1d7d-447c-fd08-e192091e602d,http://www.statelessnetworks.com
Station,2014-05-06,,4,2016-01-01,3000000,6000000,Operating,Seed,3000000,2016-01-01,b89e1047-12c3-500a-b06e-3937163974c8,https://stationlocal.com
Station,2014-05-06,,4,2016-01-01,3000000,6000000,Operating,Seed,3000000,2016-01-01,1d4074fb-83c5-a7d9-af57-1486e8c29054,https://getstation.com/
Statsbot,2015-11-12,,3,2016-12-20,1600000,1925000,Operating,Seed,1600000,2016-12-20,329863cd-0874-ad55-b4bc-70a9f921dd70,http://statsbot.co
Status,2014-01-01,2015-01-01,1,2014-03-05,750000,750000,Closed,Seed,750000,2014-03-05,23ba0350-53a9-5306-8648-07501700efd3,http://statushq.com
Status,2014-01-01,2015-01-01,1,2014-03-05,750000,750000,Closed,Seed,750000,2014-03-05,e3b76d33-8641-bade-766a-09fcc0bcaf69,http://status.co.id/
Status,2014-01-01,2015-01-01,1,2014-03-05,750000,750000,Closed,Seed,750000,2014-03-05,4f6ed66a-ea32-7c36-2f9d-0d650af15e3f,http://trystatus.com/
StayNTouch,2012-09-01,,3,2016-02-03,9500000,12200000,Operating,Seed,2100000,2013-07-25,8f6399d5-35a3-c8bb-c78a-4d666949df34,http://stayntouch.com
StayNTouch,2012-09-01,,3,2016-02-03,9500000,12200000,Operating,Series A,9500000,2016-02-03,8f6399d5-35a3-c8bb-c78a-4d666949df34,http://stayntouch.com
Stayful,2013-01-01,,1,2013-07-17,2400000,2400000,Operating,Seed,2400000,2013-07-17,d60a3f35-30e7-56d3-a2c1-2d204a6570bd,https://stayful.com/
StdLib (Polybit Inc.),2016-02-01,,1,2017-06-27,2000000,2000000,Operating,Seed,2000000,2017-06-27,3c1e1e35-719d-d90e-434d-f1900adc3db6,https://stdlib.com
SteadyFare,2012-06-01,,1,2012-06-16,25000,25000,Operating,Seed,25000,2012-06-16,35c37c51-3917-f60b-a97d-2437647f0a69,http://www.steadyfare.com//?utm_source=betalist
"SteadyFare, Inc",2016-04-29,,1,2016-04-29,700000,700000,Operating,Seed,700000,2016-04-29,dd40ceb1-2142-e829-e91d-c7c06a5da4f7,http://www.steadyfare.com
Stedi,2016-11-22,,2,2017-07-10,2700000,3700000,Operating,Seed,2700000,2017-07-10,0c8152fc-0bc8-5d34-e568-1705fcbb5363,http://www.stedi.com
Steel Mountain Systems Corp.,2016-08-19,,1,2016-08-20,50000,50000,Operating,Seed,50000,2016-08-20,4dc658be-003e-94a5-f06b-50fd6cfb36ca,https://steelmountain.io
Steel Wool Studios,2012-01-01,,1,2016-08-31,5000000,5000000,Operating,Series A,5000000,2016-08-31,5b269a04-8c93-b3ab-9e9c-2d23186d288d,http://steelwoolstudios.com
Stellar,2014-07-30,,1,2014-08-01,3000000,3000000,Operating,Seed,3000000,2014-08-01,430ec782-ebb9-4241-59b4-4c5357f44d43,https://www.stellar.org
Stellar,2014-07-30,,1,2014-08-01,3000000,3000000,Operating,Seed,3000000,2014-08-01,819ae4d2-f0d1-462a-d92d-d7a9c5075f4b,http://www.stellar.ai
Stellup,2014-09-01,,3,2015-09-01,200000,372678,Operating,Seed,35000,2013-01-01,a8771cb8-486b-e689-b058-b37b74f6e0d8,http://www.stellup.com
Stem Cell Theranostics,2013-01-01,,1,2014-01-01,5500000,5500000,Operating,Series A,5500000,2014-01-01,3add650b-b197-902d-0e89-b3c53f12cc40,http://sctheranostics.com
Stem Disintermedia,2015-02-13,,3,2017-06-07,8000000,12500000,Operating,Seed,4500000,2016-04-26,1f80290d-3db7-16b9-738f-2ec7f22ef07f,http://stem.is
Stem Disintermedia,2015-02-13,,3,2017-06-07,8000000,12500000,Operating,Series A,8000000,2017-06-07,1f80290d-3db7-16b9-738f-2ec7f22ef07f,http://stem.is
StemoniX,2014-01-01,,2,2017-02-01,6000000,8500000,Operating,Seed,2500000,2016-10-03,ee6b8fd3-16f1-f63e-ff8c-0037bd5f38fa,http://stemonix.com/
StemoniX,2014-01-01,,2,2017-02-01,6000000,8500000,Operating,Series A,6000000,2017-02-01,ee6b8fd3-16f1-f63e-ff8c-0037bd5f38fa,http://stemonix.com/
Stiletto Manufacturing,2015-01-01,,1,2017-07-07,12500000,12500000,Operating,Series A,12500000,2017-07-07,db24bd7c-882f-3038-e0b0-83925671530e,https://sailstiletto.com/
Stirplate.io,2013-12-02,,2,2014-12-14,575000,595000,Operating,Seed,20000,2014-07-14,6957a5c1-de37-3453-a731-8e040871040b,http://www.stirplate.io
Stitch,2015-06-01,,1,2015-11-01,120000,120000,Operating,Seed,3250000,2014-04-24,43a4e82f-7572-c6f9-b780-8805a3c77d11,http://www.stitchapp.com
Stitch,2015-06-01,,1,2015-11-01,120000,120000,Operating,Seed,3250000,2014-04-24,0f38dccb-1272-e0c5-a549-e68886d22f0d,http://www.stitch.net
Stitch,2015-06-01,,1,2015-11-01,120000,120000,Operating,Seed,3250000,2014-04-24,12e64717-f309-cc04-c055-4ca37221af10,http://getstitching.co
Stitch,2015-06-01,,1,2015-11-01,120000,120000,Operating,Seed,3250000,2014-04-24,b9afe6ee-b30a-7f77-fec3-7761ca0af6d8,https://www.teamstitch.com
Stitch,2015-06-01,,1,2015-11-01,120000,120000,Operating,Seed,3250000,2014-04-24,679770d7-f48b-c40e-b2cb-d38b50344a3d,https://www.stitchdata.com
Stitch,2015-06-01,,1,2015-11-01,120000,120000,Operating,Seed,100000,2014-01-30,43a4e82f-7572-c6f9-b780-8805a3c77d11,http://www.stitchapp.com
Stitch,2015-06-01,,1,2015-11-01,120000,120000,Operating,Seed,100000,2014-01-30,0f38dccb-1272-e0c5-a549-e68886d22f0d,http://www.stitch.net
Stitch,2015-06-01,,1,2015-11-01,120000,120000,Operating,Seed,100000,2014-01-30,12e64717-f309-cc04-c055-4ca37221af10,http://getstitching.co
Stitch,2015-06-01,,1,2015-11-01,120000,120000,Operating,Seed,100000,2014-01-30,b9afe6ee-b30a-7f77-fec3-7761ca0af6d8,https://www.teamstitch.com
Stitch,2015-06-01,,1,2015-11-01,120000,120000,Operating,Seed,100000,2014-01-30,679770d7-f48b-c40e-b2cb-d38b50344a3d,https://www.stitchdata.com
Stitch,2013-01-01,,1,2014-04-24,3250000,3250000,Was Acquired,Seed,3250000,2014-04-24,43a4e82f-7572-c6f9-b780-8805a3c77d11,http://www.stitchapp.com
Stitch,2013-01-01,,1,2014-04-24,3250000,3250000,Was Acquired,Seed,3250000,2014-04-24,0f38dccb-1272-e0c5-a549-e68886d22f0d,http://www.stitch.net
Stitch,2013-01-01,,1,2014-04-24,3250000,3250000,Was Acquired,Seed,3250000,2014-04-24,12e64717-f309-cc04-c055-4ca37221af10,http://getstitching.co
Stitch,2013-01-01,,1,2014-04-24,3250000,3250000,Was Acquired,Seed,3250000,2014-04-24,b9afe6ee-b30a-7f77-fec3-7761ca0af6d8,https://www.teamstitch.com
Stitch,2013-01-01,,1,2014-04-24,3250000,3250000,Was Acquired,Seed,3250000,2014-04-24,679770d7-f48b-c40e-b2cb-d38b50344a3d,https://www.stitchdata.com
Stitch,2013-01-01,,1,2014-04-24,3250000,3250000,Was Acquired,Seed,100000,2014-01-30,43a4e82f-7572-c6f9-b780-8805a3c77d11,http://www.stitchapp.com
Stitch,2013-01-01,,1,2014-04-24,3250000,3250000,Was Acquired,Seed,100000,2014-01-30,0f38dccb-1272-e0c5-a549-e68886d22f0d,http://www.stitch.net
Stitch,2013-01-01,,1,2014-04-24,3250000,3250000,Was Acquired,Seed,100000,2014-01-30,12e64717-f309-cc04-c055-4ca37221af10,http://getstitching.co
Stitch,2013-01-01,,1,2014-04-24,3250000,3250000,Was Acquired,Seed,100000,2014-01-30,b9afe6ee-b30a-7f77-fec3-7761ca0af6d8,https://www.teamstitch.com
Stitch,2013-01-01,,1,2014-04-24,3250000,3250000,Was Acquired,Seed,100000,2014-01-30,679770d7-f48b-c40e-b2cb-d38b50344a3d,https://www.stitchdata.com
StockX,2012-01-01,,2,2017-02-15,6000000,6000000,Operating,Series A,6000000,2017-02-15,808d09f9-416e-076a-b2d4-fe0f5718cb94,https://stockx.com/
Stockpilz,2014-01-01,,1,2015-10-01,20000,20000,Operating,Seed,20000,2015-10-01,005c35c4-32f5-b0c5-230e-5e6d8ee123c9,http://stockpilz.com/
StoreMe,2015-11-15,,3,2017-07-13,25000,125000,Operating,Seed,50000,2017-06-26,ede555bc-cd91-7588-c3b1-f8f3019e201f,http://www.getstoreme.com
StoreMe,2015-11-15,,3,2017-07-13,25000,125000,Operating,Seed,50000,2017-01-01,ede555bc-cd91-7588-c3b1-f8f3019e201f,http://www.getstoreme.com
StoreMe,2015-11-15,,3,2017-07-13,25000,125000,Operating,Seed,25000,2017-07-13,ede555bc-cd91-7588-c3b1-f8f3019e201f,http://www.getstoreme.com
