Company Name,Company Name URL,Funding Type,Money Raised,Announced On Date
Ripple Foods,https://www.crunchbase.com/organization/ripple-foods,Series B,"$30,000,000 ",7/7/16
RippleMatch,https://www.crunchbase.com/organization/ripplematch,Seed,"$1,000,000 ",5/1/17
RippleMatch,https://www.crunchbase.com/organization/ripplematch,Seed,"$700,000 ",11/30/16
RippleNami,https://www.crunchbase.com/organization/ripplenami,Seed,"$100,000 ",9/20/16
RippleNami,https://www.crunchbase.com/organization/ripplenami,Seed,"$50,000 ",9/30/16
Rippleshot,https://www.crunchbase.com/organization/rippleshot,Seed,"$2,400,000 ",11/18/15
Rippling,https://www.crunchbase.com/organization/rippling,Seed,"$7,000,000 ",3/14/17
Riptide IO,https://www.crunchbase.com/organization/riptide-io,Series A,"$3,000,000 ",12/1/15
Ripwave Total Media System,https://www.crunchbase.com/organization/ripwave-total-media-system,Seed,"$10,000 ",5/1/13
Rise,https://www.crunchbase.com/organization/rise,Seed,"$2,300,000 ",10/16/13
RiskMatch,https://www.crunchbase.com/organization/riskmatch,Seed,"$3,000,000 ",8/16/16
RiskRecon,https://www.crunchbase.com/organization/riskrecon,Seed,"$3,000,000 ",4/7/16
RiskRecon,https://www.crunchbase.com/organization/riskrecon,Series A,"$12,000,000 ",6/1/17
RiskSense,https://www.crunchbase.com/organization/risksense,Series A,"$7,000,000 ",3/9/17
RiskSense,https://www.crunchbase.com/organization/risksense,Series A,"$7,000,000 ",8/2/16
Rithmio,https://www.crunchbase.com/organization/rithmio,Seed,"$3,000,000 ",6/30/15
Ritual,https://www.crunchbase.com/organization/ritual-2,Seed,"$5,000,000 ",10/19/16
Ritual,https://www.crunchbase.com/organization/ritual-2,Series A,"$10,500,000 ",8/1/17
Rivery.io,https://www.crunchbase.com/organization/rivery-io,Seed,"$600,000 ",1/1/17
Rize Inc.,https://www.crunchbase.com/organization/rize-inc,Seed,"$4,000,000 ",7/20/16
RoadRunner Recycling,https://www.crunchbase.com/organization/roadrunner-recycling,Series B,"$8,837,980 ",3/23/17
Roadster,https://www.crunchbase.com/organization/roadster,Series A,"$3,000,000 ",6/1/16
Roam Analytics,https://www.crunchbase.com/organization/roam-analytics,Series A,"$9,590,000 ",7/1/15
Roam Co-Living,https://www.crunchbase.com/organization/roam-co-living,Seed,"$3,400,000 ",5/3/16
Roambee Corporation,https://www.crunchbase.com/organization/roambee-corporation,Series A,"$2,450,000 ",7/18/16
Roambee Corporation,https://www.crunchbase.com/organization/roambee-corporation,Series B,"$4,100,000 ",1/12/17
ROAR for Good,https://www.crunchbase.com/organization/roar,Seed,"$1,750,000 ",11/10/16
Robin,https://www.crunchbase.com/organization/getrobin,Seed,"$2,100,000 ",7/7/14
Robin,https://www.crunchbase.com/organization/getrobin,Series A,"$7,000,000 ",5/31/16
Robin Systems,https://www.crunchbase.com/organization/robin-systems,Series A,"$15,000,000 ",10/6/15
Robinhood,https://www.crunchbase.com/organization/analyst,Seed,"$3,000,000 ",12/1/13
Robinhood,https://www.crunchbase.com/organization/analyst,Series A,"$13,000,000 ",9/23/14
Robinhood,https://www.crunchbase.com/organization/analyst,Series B,"$50,000,000 ",5/7/15
Robinhood,https://www.crunchbase.com/organization/analyst,Series C,"$110,000,000 ",4/26/17
RoboCent,https://www.crunchbase.com/organization/massroots,Seed,"$15,000 ",1/5/13
Robotbase,https://www.crunchbase.com/organization/robotbase,Seed,"$250,000 ",1/1/14
RobotX Space,https://www.crunchbase.com/organization/robotx-space,Seed,"$1,000,000 ",12/1/16
Rocana,https://www.crunchbase.com/organization/rocana,Series A,"$4,400,000 ",6/12/14
Rocana,https://www.crunchbase.com/organization/rocana,Series B,"$15,000,000 ",4/30/15
Rock My World,https://www.crunchbase.com/organization/rock-my-world,Seed,"$25,000 ",5/1/13
Rockerbox,https://www.crunchbase.com/organization/rockerbox,Seed,"$500,000 ",3/1/14
Rockerbox,https://www.crunchbase.com/organization/rockerbox,Seed,"$40,000 ",6/3/13
Rocket Listings,https://www.crunchbase.com/organization/rocket-listings,Seed,"$25,000 ",5/10/12
Rocket Raise,https://www.crunchbase.com/organization/rocket-raise,Seed,"$15,000 ",8/7/13
Rocketmiles,https://www.crunchbase.com/organization/rocketmiles,Series A,"$6,500,000 ",1/29/14
Rocketrip,https://www.crunchbase.com/organization/rocketrip,Seed,"$575,000 ",7/3/13
Rocketrip,https://www.crunchbase.com/organization/rocketrip,Series A,"$3,000,000 ",7/14/14
Rocketrip,https://www.crunchbase.com/organization/rocketrip,Series A,"$2,600,000 ",2/10/14
Rocketrip,https://www.crunchbase.com/organization/rocketrip,Series B,"$9,000,000 ",6/20/16
Rockets of Awesome,https://www.crunchbase.com/organization/rockets-of-awesome,Seed,"$7,000,000 ",7/26/16
Rockets of Awesome,https://www.crunchbase.com/organization/rockets-of-awesome,Series A,"$12,500,000 ",1/3/17
Rocksbox,https://www.crunchbase.com/organization/rocksbox,Series A,"$8,700,000 ",3/1/16
Rodin Therapeutics,https://www.crunchbase.com/organization/rodin-therapeutics,Series A,"$12,900,000 ",5/29/14
Rodin Therapeutics,https://www.crunchbase.com/organization/rodin-therapeutics,Series B,"$17,300,000 ",1/6/16
ROIKOI,https://www.crunchbase.com/organization/roikoi,Seed,"$1,900,000 ",10/13/15
Rollbar,https://www.crunchbase.com/organization/rollbar,Seed,"$235,000 ",9/1/12
Rollbar,https://www.crunchbase.com/organization/rollbar,Series A,"$3,522,279 ",1/20/16
Romeo Power,https://www.crunchbase.com/organization/romeo-power,Seed,"$30,000,000 ",8/24/17
Roniin,https://www.crunchbase.com/organization/roniin,Seed,"$3,000,000 ",7/8/15
Roofstock,https://www.crunchbase.com/organization/roofstock,Series A,"$7,000,000 ",3/3/16
Roofstock,https://www.crunchbase.com/organization/roofstock,Series A,"$6,250,000 ",7/24/15
Roofstock,https://www.crunchbase.com/organization/roofstock,Series B,"$20,000,000 ",11/14/16
Roojoom,https://www.crunchbase.com/organization/roojoom,Seed,"$600,000 ",3/4/14
Room Choice,https://www.crunchbase.com/organization/room-choice,Seed,"$900,000 ",10/1/14
room.me,https://www.crunchbase.com/organization/room-me,Seed,"$1,100,000 ",7/15/15
Roomblocker,https://www.crunchbase.com/organization/roomblocker,Seed,"$120,000 ",9/1/15
Roomi,https://www.crunchbase.com/organization/roomi,Seed,"$4,000,000 ",7/28/16
Roomi,https://www.crunchbase.com/organization/roomi,Seed,"$1,300,000 ",6/9/15
RoomReveal,https://www.crunchbase.com/organization/roomreveal,Seed,"$45,000 ",12/17/12
Roomstorm,https://www.crunchbase.com/organization/walksource,Seed,"$1,300,000 ",5/5/15
Roost,https://www.crunchbase.com/organization/roost-6,Seed,"$50,000 ",7/1/16
Roost,https://www.crunchbase.com/organization/smartroost,Series A,"$5,500,000 ",9/2/15
Roost,https://www.crunchbase.com/organization/smartroost,Series B,"$10,400,000 ",8/23/17
Rooster,https://www.crunchbase.com/organization/rooster,Seed,"$1,200,000 ",12/31/15
Rooster,https://www.crunchbase.com/organization/rooster,Seed,"$120,000 ",6/30/15
RoosterBio,https://www.crunchbase.com/organization/roosterbio,Series A,"$6,000,000 ",3/15/17
Roostify,https://www.crunchbase.com/organization/roostify,Series A,"$7,500,000 ",3/8/15
Root Insurance,https://www.crunchbase.com/organization/rootinsurance,Seed,"$5,000,000 ",3/1/16
Root Insurance,https://www.crunchbase.com/organization/rootinsurance,Series A,"$7,000,000 ",10/25/16
RootsRated,https://www.crunchbase.com/organization/rootsrated,Series A,"$2,500,000 ",11/12/15
ROOY,https://www.crunchbase.com/organization/rooy,Seed,"$3,400,000 ",9/4/15
Roqovan Studios,https://www.crunchbase.com/organization/reload-studios,Series A,"$4,000,000 ",10/1/15
Roqovan Studios,https://www.crunchbase.com/organization/reload-studios,Series A,"$4,000,000 ",6/3/15
Rosa Labs,https://www.crunchbase.com/organization/rosa-labs,Series A,"$20,000,000 ",1/14/15
ROSS Intelligence,https://www.crunchbase.com/organization/ross-intelligence,Seed,"$120,000 ",9/1/15
ROSTR,https://www.crunchbase.com/organization/rostr,Seed,"$50,000 ",8/29/13
Rothy's,https://www.crunchbase.com/organization/rothy-s,Series A,"$7,000,000 ",8/8/17
RotoQL,https://www.crunchbase.com/organization/rotoql,Seed,"$1,200,000 ",4/19/17
Roundme,https://www.crunchbase.com/organization/roundme,Seed,"$3,000,000 ",2/20/15
RoverMed BioSciences,https://www.crunchbase.com/organization/rovermed-biosciences,Seed,"$1,000,000 ",3/1/17
RoverPass,https://www.crunchbase.com/organization/roverpass,Seed,"$500,000 ",1/1/15
ROWViGOR,https://www.crunchbase.com/organization/rowvigor,Seed,"$100,000 ",2/16/17
ROXIMITY,https://www.crunchbase.com/organization/roximity,Seed,"$500,000 ",7/11/12
ROXIMITY,https://www.crunchbase.com/organization/roximity,Seed,"$100,000 ",12/13/12
ROXIMITY,https://www.crunchbase.com/organization/roximity,Seed,"$18,000 ",5/31/13
Royole Corporation,https://www.crunchbase.com/organization/royole-corporation,Series C,"$172,000,000 ",8/18/15
Royole Corporation,https://www.crunchbase.com/organization/royole-corporation,Series D,"400,000,000",5/10/17
Royole Corporation,https://www.crunchbase.com/organization/royole-corporation,Series D,"$80,000,000 ",11/15/16
RPM Real Estate,https://www.crunchbase.com/organization/rpm-real-estate,Seed,"$5,000 ",7/1/13
RUB A DUB,https://www.crunchbase.com/organization/rub-a-dub,Seed,"$75,000 ",3/1/17
Rubica,https://www.crunchbase.com/organization/rubica,Seed,"$5,600,000 ",5/16/17
Rubicon Labs,https://www.crunchbase.com/organization/rubicon-labs,Series A,"$12,000,000 ",10/29/14
RubiconMD,https://www.crunchbase.com/organization/rubiconmd,Seed,"$750,000 ",9/22/16
RubiconMD,https://www.crunchbase.com/organization/rubiconmd,Seed,"$20,000 ",1/1/14
RubiconMD,https://www.crunchbase.com/organization/rubiconmd,Series A,"$4,000,000 ",6/1/16
Rubius Therapeutics,https://www.crunchbase.com/organization/rubius-therapeutics,Series A,"$25,000,000 ",12/9/15
Rubius Therapeutics,https://www.crunchbase.com/organization/rubius-therapeutics,Series B,"$120,000,000 ",6/21/17
Rubrik,https://www.crunchbase.com/organization/rubrik,Series A,"$10,000,000 ",3/24/15
Rubrik,https://www.crunchbase.com/organization/rubrik,Series B,"$41,000,000 ",5/26/15
Rubrik,https://www.crunchbase.com/organization/rubrik,Series C,"$61,000,000 ",8/16/16
Rubrik,https://www.crunchbase.com/organization/rubrik,Series D,"$180,000,000 ",4/28/17
rumr,https://www.crunchbase.com/organization/rumr-anonymous-messenger,Seed,"$800,000 ",11/1/13
Run3D,https://www.crunchbase.com/organization/run3d,Seed,"100,000",12/18/12
Rundown App,https://www.crunchbase.com/organization/rundown-app,Seed,"$200,000 ",7/15/13
Runity LLC,https://www.crunchbase.com/organization/runity-llc,Seed,"$310,000 ",3/15/16
Runnable Inc.,https://www.crunchbase.com/organization/runnable,Seed,"$2,000,000 ",10/30/13
Runnable Inc.,https://www.crunchbase.com/organization/runnable,Series A,"$8,400,000 ",1/1/15
Runscope,https://www.crunchbase.com/organization/runscope,Seed,"$1,100,000 ",5/22/13
Runscope,https://www.crunchbase.com/organization/runscope,Series A,"$6,000,000 ",4/10/14
Rust Patrol,https://www.crunchbase.com/organization/a-76-technologies,Series A,"$2,500,000 ",1/1/16
Rust Patrol,https://www.crunchbase.com/organization/a-76-technologies,Series A,"$2,500,000 ",2/23/15
Ruzuku,https://www.crunchbase.com/organization/ruzuku,Seed,"$50,000 ",3/19/12
RxMP Therapeutics,https://www.crunchbase.com/organization/rxmp-therapeutics,Seed,"$300,000 ",7/30/14
S CAP,https://www.crunchbase.com/organization/s-cap-consultancy,Series B,"$350,000 ",12/30/14
Safe H2O Inc.,https://www.crunchbase.com/organization/safe-h2o-inc,Seed,"$1,000,000 ",9/12/16
Safe H2O Inc.,https://www.crunchbase.com/organization/safe-h2o-inc,Seed,"$700,000 ",1/1/14
SafeBreach,https://www.crunchbase.com/organization/safebreach,Series A,"$15,000,000 ",7/26/16
Safecare,https://www.crunchbase.com/organization/safecare,Seed,"$25,000 ",4/19/12
SafeGraph,https://www.crunchbase.com/organization/safegraph,Series A,"$16,000,000 ",4/19/17
Safesite,https://www.crunchbase.com/organization/safesite,Seed,"$225,000 ",1/18/15
SafeSkies Systems Inc,https://www.crunchbase.com/organization/safeskies-systems-inc,Seed,"$50,000 ",3/1/17
Safety Hound,https://www.crunchbase.com/organization/the-safety-hound,Seed,"$15,000 ",1/29/12
SageCloud,https://www.crunchbase.com/organization/sagecloud,Series A,"$3,201,789 ",8/2/12
SageCloud,https://www.crunchbase.com/organization/sagecloud,Series B,"$10,000,000 ",6/11/13
Sahi Cosmetics,https://www.crunchbase.com/organization/sahi-cosmetics,Seed,"$100,000 ",8/25/17
Sail Internet,https://www.crunchbase.com/organization/sail-internet,Seed,"$2,650,000 ",1/8/17
Saildrone,https://www.crunchbase.com/organization/saildrone,Seed,"$2,500,000 ",12/31/15
Saildrone,https://www.crunchbase.com/organization/saildrone,Series A,"$14,000,000 ",9/5/16
Saildrone,https://www.crunchbase.com/organization/saildrone,Series A,"$12,000,000 ",2/22/17
SailPlay,https://www.crunchbase.com/organization/sailplay,Series A,"$1,500,000 ",4/2/14
Saisei,https://www.crunchbase.com/organization/saisei-networks,Series A,"$5,600,000 ",2/24/14
Sakara Life,https://www.crunchbase.com/organization/sakara-life,Series A,"$4,800,000 ",1/5/16
Salemarked,https://www.crunchbase.com/organization/salemarked,Seed,"$66,720 ",8/27/12
SaleMove,https://www.crunchbase.com/organization/salemove,Seed,"$25,000 ",6/4/12
SaleMove,https://www.crunchbase.com/organization/salemove,Series A,"$5,100,000 ",7/9/15
Sales Bootcamp,https://www.crunchbase.com/organization/salesbootcamp,Seed,"$600,000 ",11/30/15
SalesPredict,https://www.crunchbase.com/organization/salespredict,Series A,"$4,099,999 ",5/12/14
Saleswhale,https://www.crunchbase.com/organization/saleswhale,Seed,"$1,200,000 ",4/10/17
Saleswhale,https://www.crunchbase.com/organization/saleswhale,Seed,"$120,000 ",8/22/16
SalesWise,https://www.crunchbase.com/organization/saleswise,Series A,"$2,500,000 ",7/17/15
SalesWise,https://www.crunchbase.com/organization/saleswise,Series B,"$1,300,000 ",12/27/16
SALIDO,https://www.crunchbase.com/organization/salido,Seed,"$2,000,000 ",11/18/15
Salsa Bear Studios,https://www.crunchbase.com/organization/salsa-bear-studios,Seed,"$12,500 ",6/30/14
Salsify,https://www.crunchbase.com/organization/salsify,Series A,"$8,000,000 ",9/12/13
Salsify,https://www.crunchbase.com/organization/salsify,Series B,"$16,600,000 ",7/6/15
Salsify,https://www.crunchbase.com/organization/salsify,Series C,"$30,000,000 ",1/18/17
Sameroom,https://www.crunchbase.com/organization/sameroom,Series A,"$2,000,000 ",1/13/15
Samsara,https://www.crunchbase.com/organization/samsara-2,Series A,"$25,000,000 ",5/19/15
Samsara,https://www.crunchbase.com/organization/samsara-2,Series B,"$15,000,000 ",12/1/16
Samsara,https://www.crunchbase.com/organization/samsara-2,Series C,"$40,000,000 ",6/21/17
Samsride,https://www.crunchbase.com/organization/samsride,Seed,"$25,000 ",8/10/15
Sandstorm,https://www.crunchbase.com/organization/sandstorm,Seed,"$1,300,000 ",1/15/15
Sano Informed Prescribing,https://www.crunchbase.com/organization/sano-informed-prescribing,Seed,"$5,543,132 ",8/25/16
Sansoro Health,https://www.crunchbase.com/organization/sansoro-health,Series A,"$5,200,000 ",4/14/17
Saphlux,https://www.crunchbase.com/organization/saphlux,Seed,"$1,145,000 ",3/13/15
Sapho,https://www.crunchbase.com/organization/sapho,Seed,"$3,000,000 ",6/25/14
Sapho,https://www.crunchbase.com/organization/sapho,Series A,"$9,500,000 ",6/15/16
Sapho,https://www.crunchbase.com/organization/sapho,Series B,"$14,000,000 ",4/19/17
Sapience Therapeutics,https://www.crunchbase.com/organization/sapience-therapeutics,Series A,"$22,500,000 ",7/12/16
Sarvint Technologies,https://www.crunchbase.com/organization/sarvint-technologies,Series A,"$6,000,000 ",8/12/15
SATLANTIS,https://www.crunchbase.com/organization/satlantis,Series A,"2,500,000",11/7/16
Satsuma Pharmaceuticals,https://www.crunchbase.com/organization/satsuma-pharmaceuticals,Series A,"$12,000,000 ",1/6/17
Saucey,https://www.crunchbase.com/organization/saucey,Seed,"$4,500,000 ",9/1/15
Saucey,https://www.crunchbase.com/organization/saucey,Series A,"$5,400,000 ",7/12/17
Savii Inc.,https://www.crunchbase.com/organization/savii-care,Seed,"$460,000 ",1/1/16
Savioke,https://www.crunchbase.com/organization/savioke-2,Series A,"$15,000,000 ",1/13/16
"Savonix, Inc.",https://www.crunchbase.com/organization/savonix,Series A,"$5,100,000 ",6/6/17
Savveo,https://www.crunchbase.com/organization/savveo,Series A,"$2,000,000 ",8/13/12
Savvy.is,https://www.crunchbase.com/organization/savvy-is,Seed,"$1,700,000 ",5/26/15
SavySwap,https://www.crunchbase.com/organization/savyswap,Seed,"$20,000 ",5/1/14
Sawyer,https://www.crunchbase.com/organization/kids-passport,Series A,"$6,000,000 ",8/1/17
Sayspring,https://www.crunchbase.com/organization/sayspring,Seed,"$1,500,000 ",5/22/17
Sayspring,https://www.crunchbase.com/organization/sayspring,Seed,"$100,000 ",1/9/17
Scala Computing,https://www.crunchbase.com/organization/scala-computing,Seed,"$750,000 ",4/18/17
Scale,https://www.crunchbase.com/organization/scale-2,Series A,"$4,500,000 ",6/22/17
Scaled Inference,https://www.crunchbase.com/organization/scaled-inference,Series A,"$8,000,000 ",10/1/14
ScaleFT,https://www.crunchbase.com/organization/scaleft,Seed,"$2,000,000 ",7/19/17
ScaleFT,https://www.crunchbase.com/organization/scaleft,Seed,"$800,000 ",5/11/15
Scanalytics Inc.,https://www.crunchbase.com/organization/scanalytics,Seed,"$500,000 ",7/7/13
Scanalytics Inc.,https://www.crunchbase.com/organization/scanalytics,Seed,"$20,000 ",1/4/13
Scandy,https://www.crunchbase.com/organization/scandy,Seed,"$1,000,000 ",4/14/16
Scannibal,https://www.crunchbase.com/organization/scannibal,Seed,"$20,000 ",6/1/15
"Scaphold, Inc.",https://www.crunchbase.com/organization/scaphold-inc,Seed,"$120,000 ",1/3/17
SceneShot,https://www.crunchbase.com/organization/sceneshot,Seed,"$100,000 ",6/1/12
Scentbird,https://www.crunchbase.com/organization/scentbird,Seed,"$2,800,000 ",3/30/16
Scentbird,https://www.crunchbase.com/organization/scentbird,Seed,"$1,000,000 ",8/12/15
Schedule it,https://www.crunchbase.com/organization/schedule-it,Seed,"$15,000 ",3/1/15
Schmoozer,https://www.crunchbase.com/organization/schmoozer,Seed,"$2,500 ",6/11/14
Scholar Rock,https://www.crunchbase.com/organization/scholar-rock,Series A,"$20,000,000 ",9/15/14
Scholar Rock,https://www.crunchbase.com/organization/scholar-rock,Series B,"$36,000,000 ",1/4/16
Scholaroo,https://www.crunchbase.com/organization/scholaroo,Seed,"$40,000 ",2/10/12
Scholasphere,https://www.crunchbase.com/organization/scholasphere,Seed,"$20,000 ",5/1/13
Scholastica,https://www.crunchbase.com/organization/scholastica,Seed,"$510,000 ",5/7/14
Scholly,https://www.crunchbase.com/organization/scholly,Seed,"$40,000 ",2/20/15
Schoold,https://www.crunchbase.com/organization/schoold,Seed,"$4,500,000 ",4/1/16
SchoolMint,https://www.crunchbase.com/organization/schoolmint,Seed,"$2,200,000 ",9/19/14
SchoolMint,https://www.crunchbase.com/organization/schoolmint,Series A,"$5,000,000 ",2/10/16
Schoolzilla,https://www.crunchbase.com/organization/schoolzilla,Seed,"$1,000,000 ",5/8/13
Schoolzilla,https://www.crunchbase.com/organization/schoolzilla,Series A,"$4,000,000 ",9/5/14
Schoolzilla,https://www.crunchbase.com/organization/schoolzilla,Series A,"$3,500,000 ",10/30/15
SciAps,https://www.crunchbase.com/organization/sciaps,Seed,"$1,300,000 ",7/26/13
Science 37,https://www.crunchbase.com/organization/science-37,Series A,"$6,500,000 ",10/20/15
Science 37,https://www.crunchbase.com/organization/science-37,Series B,"$31,000,000 ",10/18/16
Science 37,https://www.crunchbase.com/organization/science-37,Series C,"$29,000,000 ",4/25/17
Scientific Revenue,https://www.crunchbase.com/organization/scientific-revenue,Series A,"$2,500,000 ",4/29/14
Scioderm,https://www.crunchbase.com/organization/scioderm,Series A,"$16,000,000 ",4/26/13
Scioderm,https://www.crunchbase.com/organization/scioderm,Series B,"$20,000,000 ",12/18/14
Scoop Technologies,https://www.crunchbase.com/organization/scoop-4,Seed,"$5,100,000 ",5/24/16
Scoot & Doodle,https://www.crunchbase.com/organization/scoot-doodle,Seed,"$2,250,000 ",3/7/13
Scooterson,https://www.crunchbase.com/organization/scooterson-ltd,Seed,"$700,000 ",8/14/17
Scope 5,https://www.crunchbase.com/organization/scope,Series A,"$500,000 ",2/22/13
ScoreBeyond,https://www.crunchbase.com/organization/score-beyond,Seed,"$2,800,000 ",6/30/15
Scorebook Live,https://www.crunchbase.com/organization/scorebook-live,Seed,"$1,250,000 ",5/12/16
ScoreStream,https://www.crunchbase.com/organization/scorestream,Seed,"$2,951,544 ",4/6/15
Scout,https://www.crunchbase.com/organization/scout,Series A,"$2,000,000 ",5/24/16
Scout Finance,https://www.crunchbase.com/organization/whistle-group,Seed,"$1,750,000 ",11/1/15
Scout RFP,https://www.crunchbase.com/organization/scout-rfp,Seed,"$2,750,000 ",1/27/15
Scout RFP,https://www.crunchbase.com/organization/scout-rfp,Series B,"$15,500,000 ",6/7/17
Scouted,https://www.crunchbase.com/organization/scouted-2,Seed,"$40,000 ",1/4/16
scPharmaceuticals,https://www.crunchbase.com/organization/scpharmaceuticals,Series A,"$16,000,000 ",3/26/14
scPharmaceuticals,https://www.crunchbase.com/organization/scpharmaceuticals,Series B,"$45,600,000 ",1/4/17
Screenhero,https://www.crunchbase.com/organization/screenhero,Seed,"$1,800,000 ",6/1/13
Scribe,https://www.crunchbase.com/organization/scribe-2,Seed,"$120,000 ",3/21/17
ScriptDrop,https://www.crunchbase.com/organization/scriptdrop,Seed,"$1,000,000 ",8/4/17
scriptr.io,https://www.crunchbase.com/organization/scriptr-io,Series A,"$5,000,000 ",3/8/17
Scripturally Sound,https://www.crunchbase.com/organization/scripturally-sound,Seed,"$48,000 ",2/15/17
SeaBus,https://www.crunchbase.com/organization/seabus-2,Seed,"$20,000 ",4/1/17
Seal Agreements,https://www.crunchbase.com/organization/seal-agreements,Seed,"$20,000 ",4/18/16
SeamBLiSS,https://www.crunchbase.com/organization/seambliss,Seed,"$20,000 ",8/1/12
Seamless Toy Company,https://www.crunchbase.com/organization/seamless-toy-company,Seed,"$2,600,000 ",11/13/13
Seamster.io,https://www.crunchbase.com/organization/seamster-io,Seed,"$20,000 ",5/1/15
Searchperience Inc.,https://www.crunchbase.com/organization/searchperience-inc,Seed,"$2,000,000 ",7/1/12
Seaters,https://www.crunchbase.com/organization/seaters,Seed,"$3,000,000 ",1/31/15
Seaters,https://www.crunchbase.com/organization/seaters,Seed,"$2,000,000 ",3/1/14
Seaters,https://www.crunchbase.com/organization/seaters,Series A,"$3,000,000 ",3/13/17
Seatrec,https://www.crunchbase.com/organization/seatrec,Seed,"$350,000 ",10/11/16
SeatSwapr,https://www.crunchbase.com/organization/seatswapr,Seed,"$10,000 ",7/27/12
SECDO,https://www.crunchbase.com/organization/secdo,Series A,"$10,000,000 ",12/6/16
Secful,https://www.crunchbase.com/organization/secful,Seed,"$2,500,000 ",5/20/16
"SecLingua, Inc.",https://www.crunchbase.com/organization/seclingua--inc-,Seed,"$500,000 ",12/6/12
Second & Fourth,https://www.crunchbase.com/organization/second-fourth,Seed,"$50,000 ",2/15/12
Second Light,https://www.crunchbase.com/organization/second-light,Seed,"$20,000 ",7/16/13
Second Measure,https://www.crunchbase.com/organization/second-measure,Seed,"$2,000,000 ",4/5/16
"Second Screen, Inc.",https://www.crunchbase.com/organization/second-screen-inc,Seed,"$250,000 ",7/11/16
SecondMic,https://www.crunchbase.com/organization/secondmic,Seed,"$18,000 ",1/10/14
Secret,https://www.crunchbase.com/organization/secret,Seed,"$1,425,000 ",12/6/13
Secret,https://www.crunchbase.com/organization/secret,Series A,"$8,600,000 ",3/14/14
Secret,https://www.crunchbase.com/organization/secret,Series B,"$25,000,000 ",7/14/14
Secret Space,https://www.crunchbase.com/organization/secret-space,Seed,"$10,000 ",3/1/14
Secret Space,https://www.crunchbase.com/organization/secret-space,Seed,"$5,000 ",2/20/14
section.io,https://www.crunchbase.com/organization/section-io,Seed,"$1,300,000 ",4/30/17
SecuredTouch,https://www.crunchbase.com/organization/securedtouch,Seed,"$3,500,000 ",2/7/17
"SecureSet Academy, Inc.",https://www.crunchbase.com/organization/secureset-academy,Series A,"$4,000,000 ",1/17/17
SecurityScorecard Inc.,https://www.crunchbase.com/organization/security-scorecard,Series A,"$12,500,000 ",4/10/15
SecurityScorecard Inc.,https://www.crunchbase.com/organization/security-scorecard,Series B,"$20,000,000 ",6/23/16
Securly,https://www.crunchbase.com/organization/securly,Seed,"$3,000,000 ",10/23/13
Securly,https://www.crunchbase.com/organization/securly,Series A,"$4,000,000 ",10/20/16
Sedona Systems,https://www.crunchbase.com/organization/sedona-systems,Series B,"$13,600,000 ",8/3/16
Seed CX,https://www.crunchbase.com/organization/seed-cx,Seed,"$3,400,000 ",10/9/15
Seedling,https://www.crunchbase.com/organization/seedling,Seed,"$2,500,000 ",4/25/13
Seedling,https://www.crunchbase.com/organization/seedling,Seed,"$1,100,000 ",11/25/13
Seegnature,https://www.crunchbase.com/organization/livemed,Seed,"$525,000 ",1/15/16
Seek,https://www.crunchbase.com/organization/seek-5,Seed,"$457,000 ",3/5/17
SeeMe,https://www.crunchbase.com/organization/see-me-group,Seed,"$2,250,000 ",2/20/12
SeeMore Interactive,https://www.crunchbase.com/organization/seemore-interactive,Seed,"$1,000,000 ",4/23/12
SeeMore Interactive,https://www.crunchbase.com/organization/seemore-interactive,Seed,"$350,000 ",5/31/12
Seen,https://www.crunchbase.com/organization/seen,Seed,"$1,250,000 ",11/3/14
Seeq,https://www.crunchbase.com/organization/seeq,Series A,"$6,000,000 ",11/5/13
Seerslab,https://www.crunchbase.com/organization/seerslab,Seed,"$2,000,000 ",6/1/16
Seismos,https://www.crunchbase.com/organization/seismos,Series A,"$4,000,000 ",4/8/15
Selah Genomics,https://www.crunchbase.com/organization/selah-genomics,Series A,"$900,000 ",6/11/13
Selery Fulfillment,https://www.crunchbase.com/organization/selery,Seed,"$1,000,000 ",5/1/17
Self Lender,https://www.crunchbase.com/organization/self-lender,Seed,"$1,500,000 ",7/21/15
Self Lender,https://www.crunchbase.com/organization/self-lender,Series A,"$5,000,000 ",7/19/17
Selfscore,https://www.crunchbase.com/organization/selfscore,Seed,"$1,000,000 ",12/1/14
Selfscore,https://www.crunchbase.com/organization/selfscore,Series A,"$5,250,000 ",6/27/15
Selfscore,https://www.crunchbase.com/organization/selfscore,Series B,"$7,100,000 ",8/24/16
Sellvana,https://www.crunchbase.com/organization/sellvana,Seed,"$5,000,000 ",2/12/14
Selly Automotive (A1 Software Group Inc),https://www.crunchbase.com/organization/a1-software-group,Seed,"$20,000 ",10/17/14
Semantic Machines,https://www.crunchbase.com/organization/semantic-machines,Series B,"$12,380,178 ",12/23/15
Semantics3,https://www.crunchbase.com/organization/semantics3,Seed,"$600,000 ",4/3/13
Semma Therapeutics,https://www.crunchbase.com/organization/semma-therapeutics,Series A,"$44,000,000 ",3/24/15
Sencity,https://www.crunchbase.com/organization/sencity,Seed,"$60,000 ",3/3/17
SendBird,https://www.crunchbase.com/organization/sendbird,Seed,"$120,000 ",11/21/15
Sendbloom,https://www.crunchbase.com/organization/sendbloom,Seed,"$1,300,000 ",1/15/15
Sendence,https://www.crunchbase.com/organization/sendence,Seed,"$1,500,000 ",7/11/17
